	(1)	(2)	(3)
VARIABLES	stunted_ch	log_battles_fut	/
			
stunted_ch		0.125*	
		(0.067)	
anom_tmax9_POS	0.061	-0.043	
	(0.042)	(0.075)	
rural_prop	0.072***	-0.075	
	(0.026)	(0.047)	
agri_land_hhds	0.016	-0.042	
	(0.018)	(0.033)	
hh_head_primary	0.088*	-0.277***	
	(0.049)	(0.088)	
share_wmhead_unempl	-0.051	-0.018	
	(0.193)	(0.341)	
log_battles_pres	0.000	0.322***	
	(0.041)	(0.071)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
