	(1)	(2)	(3)
VARIABLES	stunted_ch	log_protests_fut	/
			
stunted_ch		0.027	
		(0.023)	
anom_tmax3_POS	0.002	-0.030	
	(0.032)	(0.020)	
rural_prop	0.069***	-0.015	
	(0.027)	(0.017)	
agri_land_hhds	0.013	-0.009	
	(0.018)	(0.012)	
hh_head_primary	0.080*	-0.095***	
	(0.049)	(0.031)	
share_wmhead_unempl	-0.045	0.006	
	(0.194)	(0.122)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
