	(1)	(2)	(3)
VARIABLES	stunted_ch	log_vac_fut	/
			
stunted_ch		-0.005	
		(0.062)	
anom_tmax12_POS	0.044	0.147	
	(0.061)	(0.104)	
rural_prop	0.072***	-0.116**	
	(0.027)	(0.045)	
agri_land_hhds	0.015	-0.034	
	(0.018)	(0.031)	
hh_head_primary	0.087*	-0.181**	
	(0.049)	(0.083)	
share_wmhead_unempl	-0.042	0.081	
	(0.194)	(0.319)	
log_vac_pres	0.007	0.592***	
	(0.029)	(0.046)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
