	(1)	(2)	(3)
VARIABLES	stunted_ch	log_battles_fut	/
			
stunted_ch		0.118*	
		(0.067)	
anom_rain6_NEG	0.066	0.134	
	(0.055)	(0.097)	
rural_prop	0.076***	-0.074	
	(0.026)	(0.047)	
agri_land_hhds	0.014	-0.039	
	(0.018)	(0.033)	
hh_head_primary	0.079	-0.284***	
	(0.049)	(0.088)	
share_wmhead_unempl	-0.057	-0.032	
	(0.194)	(0.341)	
log_battles_pres	0.001	0.322***	
	(0.041)	(0.071)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
