	(1)	(2)	(3)
VARIABLES	stunted_ch	log_protests_fut	/
			
stunted_ch		0.028	
		(0.023)	
anom_rain3_NEG	0.071**	-0.034	
	(0.035)	(0.022)	
rural_prop	0.069***	-0.016	
	(0.026)	(0.017)	
agri_land_hhds	0.011	-0.008	
	(0.018)	(0.012)	
hh_head_primary	0.071	-0.090***	
	(0.049)	(0.031)	
share_wmhead_unempl	-0.049	-0.013	
	(0.193)	(0.121)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
