	(1)	(2)	(3)
VARIABLES	stunted_ch	log_riots_fut	/
			
stunted_ch		-0.015	
		(0.050)	
anom_rain12_NEG	0.124**	-0.018	
	(0.061)	(0.084)	
rural_prop	0.069***	-0.132***	
	(0.027)	(0.038)	
agri_land_hhds	0.014	-0.012	
	(0.018)	(0.025)	
hh_head_primary	0.070	-0.046	
	(0.049)	(0.069)	
share_wmhead_unempl	-0.017	0.483*	
	(0.194)	(0.266)	
log_riots_pres	-0.166	-0.266	
	(0.170)	(0.231)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
