	(1)	(2)	(3)
VARIABLES	stunted_ch	log_riots_fut	/
			
stunted_ch		-0.021	
		(0.050)	
anom_rain3_NEG	0.070**	0.090*	
	(0.035)	(0.048)	
rural_prop	0.067**	-0.132***	
	(0.027)	(0.037)	
agri_land_hhds	0.011	-0.014	
	(0.018)	(0.025)	
hh_head_primary	0.068	-0.057	
	(0.049)	(0.069)	
share_wmhead_unempl	-0.027	0.477*	
	(0.194)	(0.266)	
log_riots_pres	-0.152	-0.297	
	(0.169)	(0.230)	
			.
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
