	(1)	(2)	(3)
VARIABLES	stunted_ch	log_vac_fut	/
			
stunted_ch		-0.008	
		(0.058)	
anom_tmax9_POS	-0.010	0.068	
	(0.034)	(0.062)	
rural_prop	0.072***	-0.023	
	(0.016)	(0.029)	
HH_with_improved_tiolet	-0.182**	0.384**	
	(0.085)	(0.151)	
log_vac_pres	-0.008	0.665***	
	(0.023)	(0.040)	
underwht_ch	0.571***	0.045	
	(0.038)	(0.075)	
No_min_diet_diversity_hh	0.046*	0.028	
	(0.028)	(0.050)	
			
Observations	1,144	1,144	1,144
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
