	(1)	(2)	(3)
VARIABLES	stunted_ch	log_battles_fut	/
			
stunted_ch		0.129**	
		(0.056)	
anom_rain9_POS	-0.018	-0.168*	
	(0.059)	(0.100)	
rural_prop	0.116***	-0.040	
	(0.016)	(0.028)	
dummy_wmhead_unempl	-0.032**	0.060***	
	(0.013)	(0.023)	
log_battles_pres	-0.001	0.269***	
	(0.034)	(0.057)	
			.
Observations	1,150	1,150	1,150
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
