	(1)	(2)	(3)
VARIABLES	stunted_ch	log_battles_fut	/
			
stunted_ch		0.113	
		(0.078)	
anom_rain9_NEG	0.021	0.159*	
	(0.046)	(0.091)	
rural_prop	0.049	-0.040	
	(0.032)	(0.064)	
agri_land_hhds	0.022	-0.036	
	(0.055)	(0.110)	
hh_head_primary	0.097*	-0.404***	
	(0.059)	(0.119)	
share_wmhead_unempl	-0.031	0.044	
	(0.220)	(0.430)	
log_battles_pres	0.017	0.164*	
	(0.050)	(0.096)	
			
Observations	631	631	631
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
