	(1)	(2)	(3)
VARIABLES	stunted_ch	log_battles_fut	/
			
stunted_ch		0.121*	
		(0.067)	
anom_tmax12_POS	0.048	0.104	
	(0.061)	(0.109)	
rural_prop	0.073***	-0.078*	
	(0.026)	(0.047)	
agri_land_hhds	0.014	-0.038	
	(0.018)	(0.033)	
hh_head_primary	0.086*	-0.271***	
	(0.049)	(0.088)	
share_wmhead_unempl	-0.045	-0.009	
	(0.194)	(0.341)	
log_battles_pres	0.000	0.320***	
	(0.041)	(0.071)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
