	(1)	(2)	(3)
VARIABLES	stunted_ch	log_vac_fut	/
			
stunted_ch		-0.004	
		(0.062)	
anom_rain12_NEG	0.121**	0.025	
	(0.060)	(0.101)	
rural_prop	0.076***	-0.113**	
	(0.027)	(0.045)	
agri_land_hhds	0.014	-0.037	
	(0.018)	(0.031)	
hh_head_primary	0.076	-0.186**	
	(0.049)	(0.084)	
share_wmhead_unempl	-0.045	0.072	
	(0.193)	(0.319)	
log_vac_pres	0.008	0.593***	
	(0.029)	(0.046)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
