	(1)	(2)	(3)
VARIABLES	stunted_ch	log_vac_fut	/
			
stunted_ch		-0.008	
		(0.062)	
anom_tmax9_POS	0.058	0.093	
	(0.042)	(0.071)	
rural_prop	0.071***	-0.116**	
	(0.027)	(0.045)	
agri_land_hhds	0.016	-0.033	
	(0.018)	(0.031)	
hh_head_primary	0.090*	-0.179**	
	(0.049)	(0.083)	
share_wmhead_unempl	-0.047	0.066	
	(0.193)	(0.319)	
log_vac_pres	0.008	0.594***	
	(0.029)	(0.046)	
			
Observations	884	884	884
Standard errors in parentheses			
*** p<0.01, ** p<0.05, * p<0.1			
