latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
2.235,32.909722,2016,4,1016.973333333333,.2898666666666667,Lira-Lira Municipality
-0.605675,30.64855,2016,4,,,Mbarara-Mbarara Municipality
1.382778,34.524444,2016,4,,,Kween-Kween
2.766667,32.305556,2016,4,,,Gulu-Gulu Municipality
0.322805,32.574841,2016,4,1138.36,.3244333333333334,Kampala-Central Kampala
0.467,34.09,2016,4,1096.175,.3093,Busia-Samia-bugwe
0.609167,33.468611,2016,4,,,Iganga-Kigulu
