latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
1.382778,34.524444,2016,3,,,Kween-Kween
2.766667,32.305556,2016,3,,,Gulu-Gulu Municipality
0.467,34.09,2016,3,904.6949999999999,.2716,Busia-Samia-bugwe
-0.605675,30.64855,2016,3,,,Mbarara-Mbarara Municipality
0.609167,33.468611,2016,3,,,Iganga-Kigulu
0.322805,32.574841,2016,3,905.95,.27195,Kampala-Central Kampala
2.235,32.909722,2016,3,844.3,.25245,Lira-Lira Municipality
