dhsyear,dhsclust,latnum,longnum,quarter
2011,86,-0.439917,31.669382,2
2011,90,-0.480598,31.35714,2
2011,98,0.038669,31.704869,2
2011,103,0.188008,31.797959,2
2011,105,-0.067384,32.122295,2
2011,107,0.196479,32.33155,2
2011,109,0.001891,31.96699,2
2011,111,-0.847507,31.45713,2
2011,112,-0.816082,31.436868,2
2011,250,0.681781,33.603116,2
2011,252,0.713404,33.530474,2
2011,259,0.630361,33.385146,2
2011,260,0.460316,33.198161,2
2011,261,0.437969,33.2257,2
2011,262,0.468878,33.210931,2
2011,266,0.518711,33.197731,2
2011,317,1.029352,34.220413,2
2011,319,0.980725,34.162559,2
2011,333,1.151679,34.369168,2
2011,335,1.138277,34.268296,2
2011,338,0.676497,34.188347,2
2011,345,0.629127,33.994059,2
2011,346,0.812973,34.077778,2
2011,364,1.277344,33.872068,2
2011,367,1.576364,33.814327,2
2011,397,2.773405,32.266599,2
2011,398,2.768075,32.288053,2
2011,399,2.767147,32.309693,2
2011,475,2.385044,34.565053,2
2011,476,2.366751,34.528628,2
2011,477,2.432525,34.465135,2
2011,527,3.674297,31.734715,2
2011,530,3.573196,31.837529,2
2011,532,3.674754,31.832076,2
2011,534,2.489716,31.102504,2
2011,535,2.473168,31.472366,2
2011,549,2.409863,31.076031,2
2011,550,2.562377,31.240818,2
2011,563,0.71457,30.069892,2
2011,565,0.689509,30.081424,2
2011,567,1.489181,30.98502,2
2011,571,1.579751,31.217381,2
2011,575,1.206823,31.013881,2
2011,576,1.316574,31.195113,2
2011,597,0.028524,29.886201,2
2011,611,0.992669,31.047971,2
2011,670,-1.285389,29.782113,2
2011,672,-1.282571,29.645205,2
2011,673,-1.279915,29.6166,2
2011,702,-0.857743,30.479523,2
2011,704,-0.970732,30.385931,2
2011,706,-0.952224,30.107658,2
