dhsyear,dhsclust,latnum,longnum,quarter
2011,461,3.441067,34.084256,4
2011,462,3.371513,34.153579,4
2011,463,3.585911,34.154238,4
2011,464,3.512753,34.084796,4
2011,470,2.620998,33.657362,4
2011,471,2.511105,33.601392,4
2011,472,2.580898,33.862203,4
2011,481,1.942766,34.935044,4
2011,482,1.846083,34.681239,4
2011,483,1.858768,34.563683,4
2011,484,1.91437,34.464463,4
2011,485,1.863445,34.993543,4
2011,486,1.480831,34.757981,4
2011,488,3.395622,31.800388,4
2011,491,3.421733,31.929428,4
2011,493,3.221716,31.805115,4
2011,494,3.363216,31.881964,4
2011,495,3.025969,30.912527,4
2011,496,3.038158,30.904898,4
2011,498,3.033761,30.887579,4
2011,501,3.073661,30.931805,4
2011,503,2.993403,30.916336,4
2011,510,3.071358,31.266031,4
2011,518,3.058562,31.012297,4
2011,520,3.200673,31.248821,4
2011,521,3.267437,31.15045,4
2011,523,3.070577,31.284616,4
2011,524,2.811818,31.006655,4
2011,542,2.378942,30.862382,4
2011,561,3.310233,31.410178,4
2011,577,0.575931,30.27411,4
2011,580,0.468785,30.186821,4
2011,587,0.216235,30.445981,4
2011,589,0.210348,30.375301,4
2011,591,-0.113822,30.327723,4
2011,593,0.090519,30.40788,4
2011,617,0.586041,30.942167,4
2011,620,0.809149,30.793307,4
2011,622,0.596022,30.506152,4
2011,624,0.603175,30.799467,4
2011,627,1.685963,31.704277,4
2011,628,1.927154,32.168239,4
2011,632,1.69496,31.658522,4
2011,654,-1.247377,29.979579,4
2011,657,-1.279644,30.143088,4
2011,658,-1.1306,29.967404,4
2011,660,-1.109841,29.820608,4
2011,662,-1.133516,30.04911,4
2011,677,-0.893869,30.834241,4
2011,684,-0.907899,30.63917,4
2011,686,-1.010459,30.665653,4
2011,687,-0.927108,30.681867,4
2011,692,0.133052,30.573348,4
2011,694,-0.2031,30.696948,4
