dhsyear,dhsclust,latnum,longnum,quarter
2011,1,0.324718,32.578131,4
2011,4,0.303904,32.566707,4
2011,6,0.323517,32.57555,4
2011,8,0.365799,32.569438,4
2011,9,0.364168,32.563583,4
2011,11,0.362198,32.5604,4
2011,13,0.381679,32.555084,4
2011,14,0.378687,32.562204,4
2011,16,0.374638,32.58106,4
2011,21,0.391486,32.572141,4
2011,22,0.350017,32.585783,4
2011,23,0.305408,32.599922,4
2011,24,0.299188,32.613534,4
2011,25,0.299081,32.593913,4
2011,28,0.320455,32.612117,4
2011,29,0.324913,32.603977,4
2011,31,0.290288,32.63996,4
2011,32,0.311553,32.608876,4
2011,35,0.245336,32.637751,4
2011,39,0.291511,32.604701,4
2011,41,0.302669,32.602866,4
2011,42,0.278124,32.586397,4
2011,44,0.353154,32.58368,4
2011,46,0.373567,32.616645,4
2011,53,0.320293,32.65447,4
2011,54,0.304083,32.641462,4
2011,55,0.345643,32.604972,4
2011,58,0.311809,32.525559,4
2011,61,0.317991,32.613356,4
2011,63,0.318557,32.576431,4
2011,64,0.329236,32.543532,4
2011,65,0.324758,32.551441,4
2011,66,0.309954,32.546801,4
2011,67,0.299065,32.545582,4
2011,69,0.286072,32.564358,4
2011,70,0.317532,32.550555,4
2011,72,0.304638,32.524993,4
2011,73,0.324509,32.533182,4
2011,74,0.28883,32.572195,4
2011,77,-0.616717,32.338252,4
2011,126,0.303301,32.492145,4
2011,127,0.148568,32.473697,4
2011,128,0.067261,32.458626,4
2011,129,0.059664,32.461734,4
2011,130,0.356375,32.65096,4
2011,131,0.391368,32.554487,4
2011,132,0.337865,32.496492,4
2011,133,0.255598,32.562104,4
2011,138,0.244854,32.575221,4
2011,141,0.358547,32.639434,4
2011,145,0.387252,32.536992,4
2011,149,0.267553,32.582811,4
2011,150,0.226449,32.557105,4
2011,151,0.720866,32.905351,4
2011,152,1.20898,32.82374,4
2011,155,0.745331,32.989808,4
2011,157,0.656998,32.940866,4
2011,187,0.559676,31.439357,4
2011,189,0.367059,31.271198,4
2011,191,0.367841,31.840472,4
2011,193,0.465854,31.662434,4
2011,195,0.431072,32.750749,4
2011,196,0.357579,32.743198,4
2011,197,0.42663,33.146853,4
2011,198,0.355982,32.710056,4
2011,200,0.248471,32.913428,4
2011,202,0.424213,33.009498,4
2011,204,0.412782,33.109677,4
2011,207,0.142807,33.319904,4
2011,208,0.401919,32.689915,4
2011,211,0.374188,32.80887,4
2011,212,0.393434,32.843806,4
2011,214,0.648913,32.806294,4
2011,217,0.714486,32.834001,4
2011,221,0.562356,32.300107,4
2011,222,1.318664,32.462869,4
2011,223,1.033063,32.539804,4
2011,224,1.538981,32.351908,4
2011,237,-0.114633,33.69437,4
2011,238,0.220286,33.763475,4
2011,274,1.049169,33.216531,4
2011,276,1.298944,33.327392,4
2011,278,1.374958,32.995319,4
2011,280,0.854025,33.253499,4
2011,282,0.87463,33.184703,4
2011,284,0.97447,33.21317,4
2011,297,0.434793,33.398802,4
2011,299,0.355663,33.503567,4
2011,372,1.445355,33.471721,4
2011,374,1.846912,33.603467,4
2011,378,2.161698,32.843172,4
2011,380,2.230225,32.626881,4
2011,382,2.129171,32.786376,4
2011,384,2.089716,32.632011,4
2011,386,1.793301,32.376165,4
2011,387,2.023405,32.493305,4
2011,389,1.8399,32.351018,4
2011,390,2.207274,32.314369,4
2011,392,2.154008,32.517867,4
2011,393,2.313664,32.538077,4
2011,395,2.494387,32.512654,4
2011,404,3.074264,32.149082,4
2011,406,3.012798,32.154984,4
2011,419,2.245613,32.891329,4
2011,420,2.255679,32.900965,4
2011,421,2.248977,32.889514,4
2011,422,2.228482,32.875979,4
2011,426,2.271383,32.921807,4
2011,429,2.485268,32.844373,4
2011,431,2.410778,32.974363,4
2011,433,1.723559,32.854697,4
2011,437,2.363743,33.216649,4
2011,440,2.506166,33.277624,4
2011,450,3.086489,33.405019,4
2011,454,3.642466,34.106795,4
2011,455,3.630393,33.91653,4
2011,456,2.9995,34.054474,4
2011,457,3.760143,33.749376,4
2011,459,3.573968,34.006981,4
