dhsyear,dhsclust,latnum,longnum,quarter
2006,2,0.199816,32.524909,3
2006,4,-0.499767,32.311082,3
2006,9,-0.615551,31.747806,3
2006,10,-0.401768,31.415526,3
2006,11,-0.321275,31.805038,3
2006,12,-0.391236,31.768275,3
2006,20,0.273579,31.631122,3
2006,28,0.123882,31.214166,3
2006,30,-0.145982,31.435004,3
2006,31,0.099426,32.528564,3
2006,32,0.431351,32.282401,3
2006,33,0.180529,32.546452,3
2006,35,0.560294825,32.50372162,3
2006,39,0.715878,32.525303,3
2006,40,0.387385,32.065448,3
2006,42,1.491609,32.529187,3
2006,43,0.956516,31.831879,3
2006,44,0.958253,31.618439,3
2006,45,0.5963,32.609883,3
2006,46,0.929063,32.438985,3
2006,55,0.695439,31.801249,3
2006,56,0.469334,31.767405,3
2006,57,0.741383,31.917782,3
2006,58,0.573414,31.919594,3
2006,60,0.472828,32.036195,3
2006,61,0.317131,33.013234,3
2006,63,0.362834,33.227008,3
2006,64,0.37216,33.082717,3
2006,66,0.408399,32.738613,3
2006,67,0.319006,32.79217,3
2006,68,0.203584,32.798451,3
2006,70,0.629548,32.848492,3
2006,71,0.378465,32.873727,3
2006,72,0.503527,32.866341,3
2006,73,1.002155,32.542822,3
2006,74,0.860883,32.870222,3
2006,75,0.798221,33.014869,3
2006,76,0.723611,33.03655,3
2006,77,0.330551,32.563507,3
2006,78,0.321401,32.57992,3
2006,79,0.318584,32.558528,3
2006,80,0.357434,32.558528,3
2006,81,0.367217,32.580289,3
2006,82,0.379365,32.560649,3
2006,83,0.354185,32.598687,3
2006,84,0.348705,32.572405,3
2006,85,0.353116,32.57026,3
2006,86,0.34061,32.57183,3
2006,87,0.316168,32.625877,3
2006,88,0.310322,32.603385,3
2006,89,0.306552,32.598705,3
2006,90,0.297866,32.577168,3
2006,91,0.31143,32.609831,3
2006,92,0.29988,32.615297,3
2006,93,0.263794,32.628487,3
2006,94,0.296931,32.599264,3
2006,95,0.275792,32.609388,3
2006,96,0.346711,32.586272,3
2006,97,0.367455,32.613798,3
2006,98,0.38234,32.607076,3
2006,99,0.334977,32.638643,3
2006,100,0.322698,32.642004,3
2006,101,0.332972,32.602535,3
2006,102,0.320202,32.545805,3
2006,103,0.283345,32.564498,3
2006,104,0.338161,32.569363,3
2006,105,0.346388,32.544799,3
2006,106,0.310569,32.543071,3
2006,107,0.279462,32.571946,3
2006,108,0.327514,32.557294,3
2006,109,0.310773,32.537451,3
2006,110,0.294265,32.538238,3
2006,119,0.530134,33.602206,3
2006,120,0.780065,33.710458,3
2006,122,0.87726,33.725561,3
2006,128,0.979498,33.321107,3
2006,129,0.721134,33.31988,3
2006,130,0.887961,33.306214,3
2006,131,1.069171,33.31311,3
2006,132,0.65704,33.329557,3
2006,135,1.263288,33.047096,3
2006,136,1.303928,33.070117,3
2006,137,1.121935,33.318157,3
2006,138,1.303204,33.028778,3
2006,139,1.058884,32.99825,3
2006,140,0.783753,33.251775,3
2006,141,0.91567,33.102853,3
2006,142,0.915305,33.237587,3
2006,143,0.882899,33.487564,3
2006,144,1.144634,33.557264,3
2006,145,1.084304,33.379475,3
2006,146,0.80575,33.053569,3
2006,147,0.796744,33.075145,3
2006,148,0.505811,33.387474,3
2006,153,2.001353,33.560289,3
2006,166,0.880248,34.326825,3
2006,167,0.881493,34.375066,3
2006,168,0.864468,34.374344,3
2006,169,0.886679,34.318478,3
2006,170,1.06354,34.210065,3
2006,171,0.975754,34.256064,3
2006,172,1.033526,34.311374,3
2006,173,1.067513,34.383111,3
2006,174,1.163863,33.941986,3
2006,181,0.970683,34.073321,3
2006,185,1.746493,33.379548,3
2006,186,1.215379,34.246321,3
2006,190,3.276395,32.891451,3
2006,205,3.507755,34.127656,3
2006,207,3.704376,33.974047,3
2006,208,3.618382,34.139674,3
2006,209,3.496369,34.096601,3
2006,210,3.604766,34.171469,3
2006,211,3.076433,34.137493,3
2006,212,3.015269,34.052179,3
2006,214,2.360987,34.480236,3
2006,215,2.430398,34.818582,3
2006,218,3.754023,34.15108,3
2006,219,3.676606,33.974129,3
2006,220,3.518569,33.653924,3
2006,221,3.309948,33.941025,3
2006,222,3.520205,34.093082,3
2006,223,3.170265,33.973986,3
2006,224,2.994726,34.197369,3
2006,225,3.062646,34.151222,3
2006,226,2.669283,33.5424,3
2006,227,2.056192,34.264066,3
2006,228,2.339923,34.507236,3
2006,229,2.492365,34.710199,3
2006,236,3.397228,30.956667,3
2006,237,2.416934,30.987487,3
