dhsyear,dhsclust,latnum,longnum,quarter
2006,239,3.121108,30.855592,3
2006,240,3.037779,30.958023,3
2006,243,3.478344088,30.96363627,3
2006,251,3.303199,31.180027,3
2006,252,3.242779,31.165954,3
2006,253,2.864443,31.019673,3
2006,254,2.718581,31.012334,3
2006,255,2.826299,30.8814,3
2006,256,3.241279,31.548352,3
2006,257,3.67807,31.82452,3
2006,258,2.36467,30.915763,3
2006,259,2.553886,30.935024,3
2006,260,2.486965,31.168227,3
2006,261,2.518425,31.122467,3
2006,262,3.230073,31.394285,3
2006,263,1.442774,31.363734,3
2006,264,0.193142,30.086692,3
2006,266,0.677183,29.971569,3
2006,267,0.725246,30.033485,3
2006,268,0.810527,30.107037,3
2006,270,1.656293,31.32181,3
2006,271,1.460983,31.191723,3
2006,272,1.262601,31.111005,3
2006,273,0.469997,30.16859,3
2006,275,0.597729,30.325992,3
2006,276,0.600154,30.159562,3
2006,277,0.053623,29.776521,3
2006,278,-0.001015,29.736805,3
2006,279,0.092526,29.754539,3
2006,280,0.331616,30.092723,3
2006,281,0.385052,30.137784,3
2006,282,0.074712,29.989298,3
2006,288,1.639017,31.616252,3
2006,289,2.110045,31.499274,3
2006,290,1.6635,31.748095,3
2006,291,2.014136,32.141379,3
2006,292,2.209358,32.296788,3
2006,293,0.399781,30.473902,3
2006,294,0.251153,30.556963,3
2006,295,-0.088497,30.215574,3
2006,298,0.621571,30.433143,3
2006,302,-0.605555,30.664872,3
2006,303,-0.890744,30.276131,3
2006,305,-0.308475,30.422156,3
2006,310,-0.418478,30.110673,3
2006,328,0.160264,30.725121,3
2006,329,0.028698,30.709679,3
2006,333,-0.840744,30.353325,3
2006,334,-0.98166,30.270639,3
2006,343,2.62047,31.943992,3
2006,348,3.254107,32.906294,3
2006,349,3.251376,33.173901,3
2006,350,3.366015,33.029251,3
2006,351,3.461549,32.840149,3
2006,352,3.612241,32.696992,3
2006,353,3.557611,32.968323,3
2006,354,2.688952,32.793522,3
2006,355,2.936557,32.937952,3
2006,356,2.860446,33.104347,3
2006,357,2.783293,33.172372,3
2006,358,3.020682,33.352593,3
2006,359,2.956943,33.474898,3
2006,360,2.642756,33.278196,3
2006,365,2.237835,33.394558,3
2006,367,2.502065,32.688304,3
