latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
0.322805,32.574841,2006,3,300.63,.1617,Kampala-Central Kampala
0.467,34.09,2006,3,312.6666666666667,.1700666666666667,Busia-Samia-bugwe
