latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
0.322805,32.574841,2016,2,902.6133333333333,.2725666666666667,Kampala-Central Kampala
-0.605675,30.64855,2016,2,,,Mbarara-Mbarara Municipality
0.467,34.09,2016,2,811.11,.246,Busia-Samia-bugwe
2.235,32.909722,2016,2,831.2833333333333,.2510666666666667,Lira-Lira Municipality
2.766667,32.305556,2016,2,,,Gulu-Gulu Municipality
0.609167,33.468611,2016,2,,,Iganga-Kigulu
