latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
0.467,34.09,2006,2,329.06,.1821,Busia-Samia-bugwe
0.322805,32.574841,2006,2,406.4633333333334,.2255,Kampala-Central Kampala
2.235,32.909722,2006,2,352.63,.197,Lira-Lira Municipality
