dhsyear,dhsclust,latnum,longnum,quarter
2016,47,-0.366113969,31.71842133,2
2016,51,-0.135916753,31.66024259,2
2016,52,-0.04388572,31.58577767,2
2016,57,-0.325458698,31.62515807,2
2016,58,-0.415789376,31.47155214,2
2016,61,-0.60595967,31.35205204,2
2016,63,-0.637788869,31.4154226,2
2016,70,0.315229758,32.29669296,2
2016,82,-0.318177293,31.74100156,2
2016,83,-0.324365548,31.76095654,2
2016,85,-0.394966991,31.23583113,2
2016,86,0.185811328,32.31597821,2
2016,93,0.362399967,32.65764841,2
2016,167,0.865620011,33.14976896,2
2016,170,0.694085848,33.212598,2
2016,184,0.972978869,33.13177437,2
2016,207,1.099176094,33.88168356,2
2016,208,1.100420499,33.68632794,2
2016,252,1.235235629,34.40506803,2
2016,294,1.957590594,33.85792755,2
2016,295,1.942485532,33.74124834,2
2016,296,2.114421646,33.49146755,2
2016,349,2.139746801,33.09116784,2
2016,352,2.285943264,32.99071982,2
2016,353,2.296999511,32.93495504,2
2016,375,1.969557688,33.07212634,2
2016,376,2.076122325,33.17277025,2
2016,377,2.077281372,33.23543256,2
2016,408,3.126967799,32.27942654,2
2016,413,2.712136215,32.75140409,2
2016,423,2.76434858,32.28652874,2
2016,432,3.609832212,31.11194627,2
2016,434,3.398674876,31.14167967,2
2016,435,3.40329444,31.29717993,2
2016,477,1.768526864,31.77785634,2
2016,478,1.787249025,31.80445501,2
2016,508,1.681773674,31.68651572,2
2016,529,0.880151614,30.46257601,2
2016,530,0.653180414,30.24489645,2
2016,534,0.792501803,30.10839283,2
2016,535,0.66182619,29.97369155,2
2016,536,0.721037084,30.01824083,2
2016,557,0.619596558,30.2561303,2
2016,595,-1.008593251,30.41271596,2
2016,597,-0.97292365,30.27172597,2
2016,598,-0.967696715,30.13510174,2
2016,613,-0.971006806,29.85939476,2
2016,616,-0.773024234,30.04402821,2
2016,617,-0.441406384,29.79967847,2
2016,648,-1.255098663,29.98660252,2
2016,649,-1.265557222,29.97793986,2
2016,650,-1.183605325,30.12717668,2
2016,659,-0.660090983,31.4251868,2
2016,684,0.480996588,33.41613394,2
2016,691,0.204769049,33.56988906,2
2016,695,0.266963375,33.43743994,2
