latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
2.235,32.909722,2006,4,304.4233333333333,.1685,Lira-Lira Municipality
0.467,34.09,2006,4,280.55,.155,Busia-Samia-bugwe
0.322805,32.574841,2006,4,320.11,.17845,Kampala-Central Kampala
