latitude,longitude,year,quarter,maize_uga,maize_usd,LOC_NAME
0.609167,33.468611,2011,2,,,Iganga-Kigulu
2.766667,32.305556,2011,2,,,Gulu-Gulu Municipality
-0.605675,30.64855,2011,2,,,Mbarara-Mbarara Municipality
0.424444,33.204167,2011,2,,,Jinja-Jinja Municipality
2.235,32.909722,2011,2,530.2166666666666,.2235,Lira-Lira Municipality
0.916111,31.774167,2011,2,,,Kyankwanzi-Kiboga
1.382778,34.524444,2011,2,,,Kween-Kween
0.322805,32.574841,2011,2,656.4266666666666,.2767333333333333,Kampala-Central Kampala
