dhsyear,dhsclust,latnum,longnum,quarter
2016,1,0.320187632,32.56820637,3
2016,2,0.34065335,32.59362712,3
2016,3,0.313103244,32.56655597,3
2016,7,0.379859123,32.56765042,3
2016,8,0.367843107,32.55569873,3
2016,9,0.375812217,32.59099228,3
2016,10,0.354156503,32.5854163,3
2016,11,0.334930303,32.56075386,3
2016,12,0.339935414,32.564596,3
2016,15,0.297321872,32.54393707,3
2016,17,0.329240544,32.55976377,3
2016,19,0.320129902,32.53880421,3
2016,20,0.342636173,32.54457322,3
2016,21,0.317635993,32.54004868,3
2016,24,0.330321739,32.5583797,3
2016,26,0.288825644,32.63096736,3
2016,27,0.256769845,32.63661696,3
2016,28,0.282123717,32.59514931,3
2016,29,0.315483963,32.59139945,3
2016,35,0.296949098,32.58383916,3
2016,37,0.31231408,32.59705082,3
2016,38,0.347769191,32.60488579,3
2016,39,0.370568723,32.60387842,3
2016,46,-0.322854886,31.98673701,3
2016,48,-0.284714262,31.75906552,3
2016,49,-0.194976469,31.81230803,3
2016,53,0.103649319,31.50511064,3
2016,55,-0.110797566,31.43195593,3
2016,56,-0.241244752,31.22403994,3
2016,59,-0.897485719,31.47239782,3
2016,60,-0.898894982,31.2298489,3
2016,62,-0.759788942,31.21766499,3
2016,64,-0.631488215,31.56928125,3
2016,65,0.221878137,31.77036803,3
2016,66,0.281604119,31.60217551,3
2016,68,-0.01144793,32.06855994,3
2016,71,0.439076922,32.32246855,3
2016,72,0.091883933,32.51685644,3
2016,73,0.088866984,32.49791612,3
2016,74,0.275056412,32.45826269,3
2016,75,0.241731718,32.52413414,3
2016,76,0.249496749,32.44910539,3
2016,77,0.130137237,32.49903805,3
2016,78,0.366038042,32.51662337,3
2016,80,0.443049344,32.61523645,3
2016,81,0.438732952,32.54375596,3
2016,84,-0.234971107,31.48480332,3
2016,87,0.534546359,32.25377072,3
2016,90,0.460038478,32.52823111,3
2016,91,0.370627912,32.68145652,3
2016,92,0.392606256,32.63138358,3
2016,94,0.362703324,32.64860189,3
2016,95,0.251033982,32.55657376,3
2016,96,0.274752659,32.55552785,3
2016,97,0.2833361,32.52820714,3
2016,98,0.240867389,32.58964227,3
2016,99,0.389529412,32.54578846,3
2016,100,0.399447264,32.54765786,3
2016,101,0.357080262,32.54931432,3
2016,102,1.1752467,32.41565364,3
2016,103,1.507980182,32.51046245,3
2016,104,0.726339325,32.43969559,3
2016,105,1.300652244,31.8994815,3
2016,106,1.012710646,31.58465627,3
2016,108,0.641479026,32.02416854,3
2016,109,0.788869857,31.8995899,3
2016,110,0.59864107,31.53047547,3
2016,111,0.635475126,31.55708613,3
2016,112,0.518697449,31.29327956,3
2016,113,0.411186793,31.24201034,3
2016,114,0.562322843,31.69761576,3
2016,115,0.642594429,31.80064162,3
2016,116,0.460918608,31.94488096,3
2016,117,0.332237498,31.934303,3
2016,118,0.538248498,31.91876108,3
2016,119,0.574232406,32.11049397,3
2016,120,0.577773596,32.64156243,3
2016,121,0.867683253,32.65449485,3
2016,122,0.944791759,32.52347253,3
2016,123,0.856831954,32.44380835,3
2016,124,1.095863216,32.8780608,3
2016,125,0.875607281,32.89343569,3
2016,126,0.755486582,33.00640543,3
2016,127,0.772290786,32.91266289,3
2016,128,0.451949068,32.7207598,3
2016,129,0.249784452,32.87985058,3
2016,130,0.436326472,32.80017149,3
2016,131,0.619267863,32.88433515,3
2016,132,0.602549187,32.7833249,3
2016,133,0.671262908,32.76222318,3
2016,134,0.292240975,33.10259936,3
2016,135,1.067028643,32.45574345,3
2016,136,0.949817648,31.5987105,3
2016,137,0.576012456,31.39995464,3
2016,138,0.346799305,32.03363555,3
2016,139,0.392478969,32.07475559,3
2016,140,0.862489995,32.49341804,3
2016,141,0.368269629,32.76160974,3
2016,144,0.367140197,32.93117433,3
2016,145,0.441797586,33.17165335,3
2016,146,0.364068794,33.19674806,3
2016,149,0.529629759,33.37679603,3
2016,150,0.391346331,33.5028817,3
2016,151,0.321060448,33.54657957,3
2016,152,0.500964478,33.8146791,3
2016,153,0.527984122,33.65084726,3
2016,154,0.490952468,33.76258971,3
2016,155,0.672283223,33.62968989,3
2016,156,0.463581129,33.60848165,3
2016,157,0.786744879,33.40497204,3
2016,158,0.59105164,33.51951397,3
2016,159,0.813099576,33.41791154,3
2016,164,0.817884838,33.30428781,3
2016,165,0.680693312,33.29194236,3
2016,166,1.051142479,33.07065562,3
2016,168,0.902094038,33.25291249,3
2016,169,0.72410001,33.09051717,3
