"","DHSYEAR","DHSCLUST","DHSQUARTER","LONGNUM","LATNUM","riots_present_number_of_conflicts","riots_future_number_of_conflicts"
"224",2016,216,3,33.8021500749,1.27867389204,0,0
"225",2016,217,3,33.9199270671,1.08780304912,0,0
"226",2016,218,3,33.898235473,1.00533754463,0,0
"227",2016,219,3,34.0614213464,1.09679034076,0,0
"228",2016,220,4,34.0883627928,0.466628134537,0,0
"229",2016,221,4,34.0832486549,0.476862822752,0,0
"230",2016,222,3,34.1901504829,0.668211764147,0,0
"231",2016,222,4,34.1901504829,0.668211764147,0,0
"232",2016,223,3,34.1718526612,0.701300123399,0,0
"233",2016,223,4,34.1718526612,0.701300123399,0,0
"234",2016,224,3,33.9655002122,0.908599253747,0,0
"235",2016,225,3,33.7175053656,1.17030628246,0,0
"236",2016,226,4,34.2767429715,1.09283640142,0,0
"237",2016,227,3,34.1756276146,1.04621088835,0,0
"238",2016,228,4,34.2303272331,0.95644003067,0,0
"239",2016,229,4,34.1982252559,0.910679845102,0,0
"240",2016,230,3,34.1558206804,1.01614360976,0,0
"241",2016,230,4,34.1558206804,1.01614360976,0,0
"242",2016,231,3,34.1887838866,1.05396541899,0,0
"243",2016,231,4,34.1887838866,1.05396541899,0,0
"244",2016,232,4,34.1850757915,0.913040229776,0,0
"245",2016,233,3,34.1407290934,1.10129264687,0,0
"246",2016,234,3,34.1957896769,1.16275393672,0,0
"247",2016,235,4,34.3054058192,0.810925210548,0,0
"248",2016,236,4,34.2794715976,0.871118976904,0,0
"249",2016,237,4,34.2965228325,0.870548113864,0,0
"250",2016,238,4,34.310821202,0.844467796396,0,0
"251",2016,239,4,34.2495566457,0.923687976676,0,0
"252",2016,240,4,34.350364886,0.846367202409,0,0
"253",2016,241,4,34.291364337,0.778737148585,0,0
"254",2016,242,4,34.3683510107,1.00128977428,0,0
"255",2016,243,4,34.3541603195,1.02324227779,0,0
"256",2016,244,4,34.4197082383,1.05831084891,0,0
"257",2016,245,4,34.4119687803,1.08431210154,0,0
"258",2016,246,4,34.3812528521,1.15750653337,0,0
"259",2016,247,3,34.2810608569,1.27301353178,0,0
"260",2016,248,3,34.3363401684,1.21526021587,0,0
"261",2016,249,3,34.363498691,1.14297812575,0,0
"262",2016,250,3,34.2813496814,1.17213459255,0,0
"263",2016,251,3,34.3575874534,1.12376728353,0,0
"264",2016,252,2,34.4050680252,1.23523562944,0,0
"265",2016,255,3,34.3553564925,1.32412394701,0,0
"266",2016,256,3,34.3191841529,1.32409758367,0,0
"267",2016,257,3,34.5453815606,1.43242541771,0,0
"268",2016,258,3,34.6648240909,1.43477918096,0,0
"269",2016,259,3,34.723709575,1.39639905562,0,0
"270",2016,260,3,34.168186134,1.12075602442,0,0
"271",2016,261,3,34.1569226721,1.08240555309,0,0
"272",2016,261,4,34.1569226721,1.08240555309,0,0
"273",2016,262,3,34.1792160604,1.0817926341,0,0
"274",2016,263,3,34.1939973909,1.06026146727,0,0
"275",2016,264,4,34.2722068525,0.938263150954,0,0
"276",2016,265,3,34.2375200863,1.26430095173,0,0
"277",2016,266,3,34.4553113901,1.39505787503,0,0
"278",2016,267,4,34.0721669394,1.33127664553,0,0
"279",2016,268,4,34.0873059121,1.22533716308,0,0
"280",2016,269,4,33.9925705592,1.23807146704,0,0
"281",2016,270,4,34.1684324209,1.35964528608,0,0
"282",2016,271,4,34.0704956794,1.40830514928,0,0
"283",2016,272,4,33.9964245155,1.32670938712,0,0
"284",2016,273,4,33.8472090184,1.3637109962,0,0
"285",2016,274,4,33.8957007744,1.43368182333,0,0
"286",2016,275,4,33.9836289738,1.50853252878,0,0
"287",2016,276,3,33.7738124824,1.65217942828,0,0
"288",2016,276,4,33.7738124824,1.65217942828,0,0
"289",2016,277,4,33.8769930231,1.57350826104,0,0
"290",2016,278,4,33.7796622939,1.45198777207,0,0
"291",2016,279,3,33.1638349535,1.5474967259,0,0
"292",2016,280,3,33.324372849,1.46232094624,0,0
"293",2016,281,3,33.5141408336,1.60058461267,0,0
"294",2016,282,3,33.5438488766,1.48415562823,0,0
"295",2016,283,3,33.6084817632,1.54176414964,0,0
"296",2016,284,3,33.5034036574,1.94265456067,0,0
"297",2016,285,3,33.5267033533,1.72993501176,0,0
"298",2016,286,3,33.5733337935,1.80502217596,0,0
"299",2016,287,3,33.5907178438,1.72109953447,0,0
"300",2016,288,4,33.6339469659,1.75806744852,0,0
"301",2016,289,3,33.6736880317,1.65364115253,0,0
"302",2016,290,4,33.2325248718,1.73696997429,0,0
"303",2016,291,4,33.0742259912,1.60753092167,0,0
"304",2016,292,4,33.3498249707,1.94713283123,0,0
"305",2016,293,4,33.3237583301,1.8376753204,0,0
"306",2016,294,2,33.8579275487,1.95759059362,0,0
"307",2016,295,2,33.7412483413,1.94248553152,0,0
"308",2016,296,2,33.491467547,2.11442164551,0,0
"309",2016,297,3,33.839814042,1.82311578885,0,0
"310",2016,298,3,33.7481922929,2.11265399647,0,0
"311",2016,299,3,33.6009509673,2.15380637033,0,0
"312",2016,300,3,34.1138223828,1.75029462689,0,0
"313",2016,301,3,33.9442713434,1.94298748557,0,0
"314",2016,302,3,33.9177034092,2.14475278597,0,0
"315",2016,303,4,34.05142997,1.35050326793,0,0
"316",2016,304,4,33.9285898798,1.49331988851,0,0
"317",2016,305,3,33.6134637378,1.72221815521,0,0
"318",2016,306,3,33.600414082,1.71762237205,0,0
"319",2016,307,3,34.5349255347,1.87596971479,0,0
"320",2016,308,3,34.7987312635,1.91795458048,0,0
"321",2016,309,3,34.6002411421,1.76853409951,0,0
"322",2016,310,3,34.6919100479,1.8754385206,0,0
"323",2016,311,3,34.5726697548,2.33256461982,0,0
"324",2016,312,3,34.565993675,1.97611981861,0,0
"325",2016,313,3,34.9759690638,1.91793602026,0,0
"326",2016,314,3,34.836105337,1.60330655755,0,0
"327",2016,315,3,34.9469998586,2.19921867331,0,0
"328",2016,316,3,34.3555347785,1.99728144006,0,0
"329",2016,317,3,34.1996196126,2.2331876905,0,0
"330",2016,318,3,34.4598680128,2.43817216094,0,0
"331",2016,319,3,34.4441644185,2.47810568671,0,0
"332",2016,320,3,34.3466009723,2.49976829585,0,0
"333",2016,321,4,34.848012009,2.57262533677,0,0
"334",2016,322,3,34.5432405538,2.5810930258,0,0
"335",2016,323,3,34.5945622463,2.60756691905,0,0
"336",2016,324,3,34.8661720052,2.47773873702,0,0
"337",2016,324,4,34.8661720052,2.47773873702,0,0
"338",2016,325,4,34.1659597661,3.49546653921,0,0
"339",2016,326,4,34.1745253988,3.62307393814,0,0
"340",2016,327,4,33.9448640057,3.6133762833,0,0
"341",2016,328,4,33.9292704217,3.79432044957,0,0
"342",2016,329,4,34.047912188,3.529102528,0,0
"343",2016,330,4,34.174628461,3.43263572334,0,0
"344",2016,331,4,33.9040816444,3.09981946056,0,0
"345",2016,332,4,34.1753841356,2.99525276509,0,0
"346",2016,333,4,34.0359141641,3.07760298844,0,0
"347",2016,334,4,33.6801916973,2.74938424571,0,0
"348",2016,335,4,33.611183775,2.59934539296,0,0
"349",2016,336,4,33.7647506541,2.56596084006,0,0
"350",2016,337,3,34.6998472864,1.80329924489,0,0
"351",2016,338,3,34.6545564072,2.52421752039,0,0
"352",2016,339,4,34.1525152966,3.05134102876,0,0
"353",2016,340,4,34.1809580297,2.76831730875,0,0
"354",2016,341,3,33.2285137193,2.56476506171,0,0
"355",2016,342,3,33.6340940163,2.39320382861,0,0
"356",2016,343,3,33.262308262,2.37964584412,0,0
"357",2016,344,3,33.1102405267,2.4032780028,0,0
"358",2016,345,3,33.2349317938,2.36918253597,0,0
"359",2016,346,3,33.0157930542,2.42289737864,0,0
"360",2016,347,3,33.3080468885,2.21996016512,0,0
"361",2016,348,3,32.9584265501,2.23725621861,0,0
"362",2016,349,2,33.0911678445,2.13974680109,0,0
"363",2016,349,3,33.0911678445,2.13974680109,0,0
"364",2016,350,3,33.008811926,2.03854745103,0,0
"365",2016,351,3,32.8325583804,2.55478570494,0,0
"366",2016,352,2,32.9907198154,2.2859432643,0,0
"367",2016,353,2,32.9349550427,2.29699951081,0,0
"368",2016,354,3,32.9568315116,2.37086414153,0,0
"369",2016,355,4,32.7114328354,2.35848951972,0,0
"370",2016,356,4,32.8835085401,2.11480448722,0,0
"371",2016,357,4,32.6591483654,2.20933208665,0,0
"372",2016,358,4,32.7109131578,2.21165278702,0,0
"373",2016,359,4,32.895546457,2.34288614164,0,0
"374",2016,360,4,32.4399453692,2.26608601009,0,0
"375",2016,361,4,32.5315088086,2.32458354066,0,0
"376",2016,362,4,32.6702623467,2.46528999286,0,0
"377",2016,363,4,32.2968807801,2.24731310943,0,0
"378",2016,364,4,32.5433570762,2.23962224305,0,0
"379",2016,365,4,32.376208355,2.35677250868,0,0
"380",2016,366,4,32.4852860772,2.58361654764,0,0
"381",2016,367,4,32.6846051596,2.53762626077,0,1
"382",2016,368,3,32.673950994,1.94905571067,0,0
"383",2016,369,4,32.5686531663,1.83607835167,0,0
"384",2016,370,3,32.7500838947,1.87883754697,0,0
"385",2016,371,4,32.4686422518,1.77343799099,0,0
"386",2016,372,3,32.4910162683,1.94585953449,0,0
"387",2016,373,3,32.5369415642,2.09545372046,0,0
"388",2016,374,3,32.4069259079,1.9309707173,0,0
"389",2016,375,2,33.0721263392,1.96955768835,0,0
"390",2016,376,2,33.1727702528,2.07612232508,0,0
"391",2016,377,2,33.2354325627,2.07728137206,0,0
"392",2016,378,4,32.87954141,1.74297022059,0,0
"393",2016,379,4,32.7188374174,1.64090244924,0,0
"394",2016,380,3,33.3442414035,2.42536291778,0,0
"395",2016,381,3,32.9110229682,2.23468596692,0,0
"396",2016,382,3,32.8868557875,2.24082673458,0,0
"397",2016,383,4,32.7038706914,2.25193396866,0,0
"398",2016,384,3,33.1653996309,1.92364796691,0,0
"399",2016,385,3,33.4515474669,2.63555211063,0,0
"400",2016,386,3,33.3768813551,2.68101918775,0,0
"401",2016,386,4,33.3768813551,2.68101918775,0,0
"402",2016,387,3,33.2315886597,2.84982690342,0,0
"403",2016,388,3,33.4583298577,3.20374991849,0,0
"404",2016,389,3,33.3410917186,2.94767048505,0,0
"405",2016,390,3,33.1967413743,3.10694409717,0,0
"406",2016,391,3,32.9212507377,3.34286703045,0,0
"407",2016,392,3,33.2410863503,3.37052708648,0,0
"408",2016,393,3,33.421386254,3.40322741142,0,0
"409",2016,394,3,32.4948764253,3.3433666383,0,0
"410",2016,395,3,32.8105121404,3.69494694352,0,0
"411",2016,396,3,32.5295109057,3.38126290015,0,0
"412",2016,397,4,32.8496295164,3.15846007587,0,0
"413",2016,398,4,32.8691539334,2.70016824673,0,1
"414",2016,399,4,32.9343127696,2.95637664034,0,0
"415",2016,400,4,32.9758329738,3.01994759026,0,0
"416",2016,401,3,31.7767731339,2.94053654766,0,0
"417",2016,402,3,31.945875429,2.87685680365,0,0
"418",2016,403,3,32.1173734998,3.19297405372,0,0
"419",2016,404,3,32.0599300646,2.79960845413,0,0
"420",2016,406,3,32.4282256877,2.96853132492,0,0
"421",2016,407,3,32.2360092556,2.82424256662,0,0
"422",2016,408,2,32.2794265449,3.12696779904,0,0
"423",2016,409,3,32.3595290217,2.85309963155,0,0
"424",2016,410,3,32.3759752953,2.50595585048,0,0
"425",2016,411,3,32.4309826617,2.64953969132,0,0
"426",2016,412,3,32.509808007,2.80063417628,0,0
"427",2016,413,2,32.7514040928,2.71213621469,0,0
"428",2016,414,4,31.9258990633,2.67163858738,0,0
"429",2016,415,4,31.9049864056,2.49145016012,0,0
"430",2016,416,4,32.1768491667,2.54746155557,0,0
"431",2016,417,3,33.3402740726,2.85850695574,0,0
"432",2016,418,3,32.8989440979,3.2990124251,0,0
"433",2016,419,3,32.8008370822,3.27591146656,0,0
"434",2016,420,3,32.8142087812,3.48913950426,0,0
"435",2016,421,3,32.2535180375,2.77654376767,0,0
"436",2016,422,3,32.3052308236,2.79434337085,0,0
"437",2016,423,2,32.2865287387,2.76434858006,0,0
"438",2016,424,3,32.3093768656,2.76791428424,0,0
"439",2016,425,4,31.7438232151,3.33222021637,0,1
"440",2016,426,4,31.961395051,3.43234440524,0,1
"441",2016,427,4,31.8118013654,3.52117369862,0,1
"442",2016,428,3,31.5433851086,3.20752763726,0,0
"443",2016,429,3,31.571312666,3.59221428027,0,0
"444",2016,430,3,31.6997189715,3.70111728325,0,0
"445",2016,431,3,31.393413403,3.26817857992,0,0
"446",2016,432,2,31.1119462695,3.6098322122,0,0
"447",2016,433,3,31.4199029001,3.68228379577,0,0
"448",2016,434,2,31.1416796678,3.39867487605,0,0
"449",2016,435,2,31.2971799266,3.40329443987,0,0
"450",2016,436,3,31.0549120303,3.4212525544,0,0
"451",2016,437,3,31.0732755612,3.3713861605,0,0
"452",2016,438,3,30.938195929,3.16593375891,0,0
"453",2016,439,3,30.9293879488,3.31200240884,0,0
"454",2016,440,3,30.8521922831,3.13920751224,0,0
"455",2016,441,3,30.9819416085,3.24333983305,0,0
"456",2016,442,4,30.8876510838,3.08832758461,0,0
"457",2016,443,4,30.9304972168,3.05340605768,0,0
"458",2016,444,4,30.9735226198,3.00982769418,0,0
"459",2016,445,4,30.8966770513,2.99977272935,0,0
"460",2016,446,3,31.4983175526,3.14881228936,0,0
"461",2016,447,4,31.1588563941,2.68485831409,0,0
"462",2016,448,3,31.3992119726,3.01014446806,0,0
"463",2016,449,3,31.0344982546,3.22390797092,0,0
"464",2016,450,3,30.9676948489,3.1273686408,0,0
"465",2016,451,3,31.1802376032,3.27234201699,0,0
"466",2016,452,3,31.0956542997,3.10908771947,0,0
"467",2016,453,4,30.9594360067,2.92537249215,0,0
"468",2016,454,4,30.9401311484,2.95259763066,0,0
"469",2016,455,3,31.4199629347,2.35799553146,0,0
"470",2016,456,3,31.2736686387,2.24166875424,0,0
"471",2016,457,3,31.3736656713,2.71326599624,0,0
"472",2016,458,3,31.073645236,2.35155958691,0,0
"473",2016,459,3,31.1694945675,2.51286158661,0,0
"474",2016,460,3,31.2459540835,2.42969817705,0,0
"475",2016,461,4,30.9051833956,2.38299401395,0,0
"476",2016,462,4,30.8959487259,2.3796158423,0,0
"477",2016,463,4,30.8208591554,2.57985798381,0,0
"478",2016,464,3,30.9017940225,2.61502313948,0,0
"479",2016,465,4,31.7971999735,3.37083059208,0,1
"480",2016,466,3,31.2274075031,3.47344202666,0,0
"481",2016,467,3,30.9544340576,3.28523097734,0,0
"482",2016,468,3,30.9042832836,3.02217423404,0,0
"483",2016,469,3,31.0976523702,2.45696506173,0,0
"484",2016,469,4,31.0976523702,2.45696506173,0,0
"485",2016,470,3,31.9638436574,1.92430882099,0,0
"486",2016,471,3,32.1414606142,2.0142150756,0,0
"487",2016,472,3,32.0997377482,1.80745563465,0,0
"488",2016,473,4,32.2734740381,2.2335343617,0,0
"489",2016,474,3,31.5642650984,1.62852284426,0,0
"490",2016,475,3,31.4941948057,1.6066589957,0,0
"491",2016,476,3,31.7163420628,1.50404168101,0,0
"492",2016,477,2,31.7778563357,1.76852686442,0,0
"493",2016,478,2,31.8044550141,1.78724902543,0,0
"494",2016,479,3,31.5015868394,2.01350115631,0,0
"495",2016,480,3,31.3793817306,2.18768848296,0,0
"496",2016,481,3,31.4248786285,1.36950923294,0,0
