dhsyear,dhsclust,latnum,longnum,quarter,latitude,longitude,year,quarter_2,maize_uga,maize_usd,LOC_NAME,n,distance,feature_x,feature_y,nearest_x,nearest_y
"2016","4",0.353368071,32.55814396,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0348266055439306,32.55814396,0.353368071,32.574841,0.322805
"2016","5",0.367387686,32.59435663,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0486669878384879,32.59435663,0.367387686,32.574841,0.322805
"2016","6",0.358632151,32.56555789,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.037010280734532,32.56555789,0.358632151,32.574841,0.322805
"2016","12",0.339935414,32.564596,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0199602381952558,32.564596,0.339935414,32.574841,0.322805
"2016","13",0.33964944,32.57354189,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0168944619833156,32.57354189,0.33964944,32.574841,0.322805
"2016","14",0.321586344,32.54063796,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.03422474350069,32.54063796,0.321586344,32.574841,0.322805
"2016","16",0.333287945,32.54830962,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.028527289751701,32.54830962,0.333287945,32.574841,0.322805
"2016","17",0.329240544,32.55976377,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0163932635874833,32.55976377,0.329240544,32.574841,0.322805
"2016","18",0.305486215,32.54299695,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0362489149393262,32.54299695,0.305486215,32.574841,0.322805
"2016","20",0.342636173,32.54457322,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0361858249689639,32.54457322,0.342636173,32.574841,0.322805
"2016","22",0.285404907,32.54097522,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.050454514281846,32.54097522,0.285404907,32.574841,0.322805
"2016","23",0.304357606,32.57091294,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0188609650006259,32.57091294,0.304357606,32.574841,0.322805
"2016","24",0.330321739,32.5583797,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0180962914124411,32.5583797,0.330321739,32.574841,0.322805
"2016","25",0.292290875,32.55962634,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0340968870049916,32.55962634,0.292290875,32.574841,0.322805
"2016","28",0.282123717,32.59514931,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0454686072096131,32.59514931,0.282123717,32.574841,0.322805
"2016","29",0.315483963,32.59139945,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0181046913577062,32.59139945,0.315483963,32.574841,0.322805
"2016","30",0.303050568,32.59629691,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0291649388405108,32.59629691,0.303050568,32.574841,0.322805
"2016","31",0.293135925,32.57253149,"4",0.322805,32.574841,"2016","4",1138.36,0.324433333333333,Kampala-Central Kampala,"1",0.0297588280648904,32.57253149,0.293135925,32.574841,0.322805
