dhsyear,dhsclust,latnum,longnum,quarter,latitude,longitude,year,quarter_2,maize_uga,maize_usd,LOC_NAME,n,distance,feature_x,feature_y,nearest_x,nearest_y
"2016","1",0.320187632,32.56820637,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.00713224582332469,32.56820637,0.320187632,32.574841,0.322805
"2016","2",0.34065335,32.59362712,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0259129678419311,32.59362712,0.34065335,32.574841,0.322805
"2016","3",0.313103244,32.56655597,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0127579697281492,32.56655597,0.313103244,32.574841,0.322805
"2016","7",0.379859123,32.56765042,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0575054553241301,32.56765042,0.379859123,32.574841,0.322805
"2016","8",0.367843107,32.55569873,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0489372821363855,32.55569873,0.367843107,32.574841,0.322805
"2016","9",0.375812217,32.59099228,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0554132556318754,32.59099228,0.375812217,32.574841,0.322805
"2016","10",0.354156503,32.5854163,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0330870625841732,32.5854163,0.354156503,32.574841,0.322805
"2016","11",0.334930303,32.56075386,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0185868363693619,32.56075386,0.334930303,32.574841,0.322805
"2016","12",0.339935414,32.564596,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0199602381952558,32.564596,0.339935414,32.574841,0.322805
"2016","15",0.297321872,32.54393707,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0400554952797908,32.54393707,0.297321872,32.574841,0.322805
"2016","17",0.329240544,32.55976377,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0163932635874833,32.55976377,0.329240544,32.574841,0.322805
"2016","19",0.320129902,32.53880421,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.036135943087368,32.53880421,0.320129902,32.574841,0.322805
"2016","20",0.342636173,32.54457322,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0361858249689639,32.54457322,0.342636173,32.574841,0.322805
"2016","21",0.317635993,32.54004868,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0351741974229481,32.54004868,0.317635993,32.574841,0.322805
"2016","24",0.330321739,32.5583797,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0180962914124411,32.5583797,0.330321739,32.574841,0.322805
"2016","26",0.288825644,32.63096736,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0656107073656761,32.63096736,0.288825644,32.574841,0.322805
"2016","27",0.256769845,32.63661696,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0904262734485694,32.63661696,0.256769845,32.574841,0.322805
"2016","28",0.282123717,32.59514931,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0454686072096131,32.59514931,0.282123717,32.574841,0.322805
"2016","29",0.315483963,32.59139945,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0181046913577062,32.59139945,0.315483963,32.574841,0.322805
"2016","35",0.296949098,32.58383916,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0273768981372827,32.58383916,0.296949098,32.574841,0.322805
"2016","37",0.31231408,32.59705082,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0245628888137943,32.59705082,0.31231408,32.574841,0.322805
"2016","38",0.347769191,32.60488579,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.03906277305093,32.60488579,0.347769191,32.574841,0.322805
"2016","39",0.370568723,32.60387842,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.055897629601596,32.60387842,0.370568723,32.574841,0.322805
"2016","46",-0.322854886,31.98673701,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.873351585241278,31.98673701,-0.322854886,32.574841,0.322805
"2016","48",-0.284714262,31.75906552,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",1.01713779178155,31.75906552,-0.284714262,32.574841,0.322805
"2016","49",-0.194976469,31.81230803,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.921712634163608,31.81230803,-0.194976469,32.574841,0.322805
"2016","53",0.103649319,31.50511064,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",1.09194883379227,31.50511064,0.103649319,32.574841,0.322805
"2016","55",-0.110797566,31.43195593,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",0.926622105198009,31.43195593,-0.110797566,30.64855,-0.605675
"2016","56",-0.241244752,31.22403994,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",0.681174042883716,31.22403994,-0.241244752,30.64855,-0.605675
"2016","59",-0.897485719,31.47239782,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",0.874001559633649,31.47239782,-0.897485719,30.64855,-0.605675
"2016","60",-0.898894982,31.2298489,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",0.651065564275435,31.2298489,-0.898894982,30.64855,-0.605675
"2016","62",-0.759788942,31.21766499,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",0.589612566827979,31.21766499,-0.759788942,30.64855,-0.605675
"2016","64",-0.631488215,31.56928125,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",0.921093022878361,31.56928125,-0.631488215,30.64855,-0.605675
"2016","65",0.221878137,31.77036803,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.810779249324772,31.77036803,0.221878137,32.574841,0.322805
"2016","66",0.281604119,31.60217551,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.973537707555346,31.60217551,0.281604119,32.574841,0.322805
"2016","68",-0.01144793,32.06855994,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.606667563768088,32.06855994,-0.01144793,32.574841,0.322805
"2016","71",0.439076922,32.32246855,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.277868698065425,32.32246855,0.439076922,32.574841,0.322805
"2016","72",0.091883933,32.51685644,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.238089790589207,32.51685644,0.091883933,32.574841,0.322805
"2016","73",0.088866984,32.49791612,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.246260903297764,32.49791612,0.088866984,32.574841,0.322805
"2016","74",0.275056412,32.45826269,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.125977894959593,32.45826269,0.275056412,32.574841,0.322805
"2016","75",0.241731718,32.52413414,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0956245925759213,32.52413414,0.241731718,32.574841,0.322805
"2016","76",0.249496749,32.44910539,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.14554567422892,32.44910539,0.249496749,32.574841,0.322805
"2016","77",0.130137237,32.49903805,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.207043362917352,32.49903805,0.130137237,32.574841,0.322805
"2016","78",0.366038042,32.51662337,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0725147458341463,32.51662337,0.366038042,32.574841,0.322805
"2016","80",0.443049344,32.61523645,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.126848313527192,32.61523645,0.443049344,32.574841,0.322805
"2016","81",0.438732952,32.54375596,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.12002320511766,32.54375596,0.438732952,32.574841,0.322805
"2016","84",-0.234971107,31.48480332,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",0.914735476242383,31.48480332,-0.234971107,30.64855,-0.605675
"2016","87",0.534546359,32.25377072,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.384604378303791,32.25377072,0.534546359,32.574841,0.322805
"2016","90",0.460038478,32.52823111,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.144932775209021,32.52823111,0.460038478,32.574841,0.322805
"2016","91",0.370627912,32.68145652,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.116849903795552,32.68145652,0.370627912,32.574841,0.322805
"2016","92",0.392606256,32.63138358,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0898291639292817,32.63138358,0.392606256,32.574841,0.322805
"2016","94",0.362703324,32.64860189,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0838602715927003,32.64860189,0.362703324,32.574841,0.322805
"2016","95",0.251033982,32.55657376,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0740592403550964,32.55657376,0.251033982,32.574841,0.322805
"2016","96",0.274752659,32.55552785,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0517882731755256,32.55552785,0.274752659,32.574841,0.322805
"2016","97",0.2833361,32.52820714,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.06109427932065,32.52820714,0.2833361,32.574841,0.322805
"2016","98",0.240867389,32.58964227,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.083263735743721,32.58964227,0.240867389,32.574841,0.322805
"2016","99",0.389529412,32.54578846,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0727749767241287,32.54578846,0.389529412,32.574841,0.322805
"2016","100",0.399447264,32.54765786,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0813201065623084,32.54765786,0.399447264,32.574841,0.322805
"2016","101",0.357080262,32.54931432,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.0427364595748288,32.54931432,0.357080262,32.574841,0.322805
"2016","102",1.1752467,32.41565364,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.867177875341996,32.41565364,1.1752467,32.574841,0.322805
"2016","103",1.507980182,32.51046245,"3",2.235,32.909722,"2016","3",844.3,0.25245,Lira-Lira Municipality,"1",0.829437160989884,32.51046245,1.507980182,32.909722,2.235
"2016","104",0.726339325,32.43969559,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.425563430404063,32.43969559,0.726339325,32.574841,0.322805
"2016","105",1.300652244,31.8994815,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",1.18840047409896,31.8994815,1.300652244,32.574841,0.322805
"2016","106",1.012710646,31.58465627,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",1.20682873677579,31.58465627,1.012710646,32.574841,0.322805
"2016","108",0.641479026,32.02416854,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.636233678022078,32.02416854,0.641479026,32.574841,0.322805
"2016","109",0.788869857,31.8995899,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",0.820475775987104,31.8995899,0.788869857,32.574841,0.322805
"2016","110",0.59864107,31.53047547,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",1.08017817871184,31.53047547,0.59864107,32.574841,0.322805
"2016","111",0.635475126,31.55708613,"3",0.322805,32.574841,"2016","3",905.95,0.27195,Kampala-Central Kampala,"1",1.06470070118394,31.55708613,0.635475126,32.574841,0.322805
"2016","112",0.518697449,31.29327956,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",1.29610555496381,31.29327956,0.518697449,30.64855,-0.605675
"2016","113",0.411186793,31.24201034,"3",-0.605675,30.64855,"2016","3",,,Mbarara-Mbarara Municipality,"1",1.17737125887126,31.24201034,0.411186793,30.64855,-0.605675
