dhsyear,dhsclust,latnum,longnum,quarter,latitude,longitude,year,quarter_2,maize_uga,maize_usd,LOC_NAME,n,distance,feature_x,feature_y,nearest_x,nearest_y
"2011","1",0.324718,32.578131,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.00380574158344975,32.578131,0.324718,32.574841,0.322805
"2011","4",0.303904,32.566707,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0205769229235076,32.566707,0.303904,32.574841,0.322805
"2011","6",0.323517,32.57555,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.00100480097531835,32.57555,0.323517,32.574841,0.322805
"2011","8",0.365799,32.569438,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0433321640932,32.569438,0.365799,32.574841,0.322805
"2011","9",0.364168,32.563583,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0428677073448062,32.563583,0.364168,32.574841,0.322805
"2011","11",0.362198,32.5604,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0419565362011682,32.5604,0.362198,32.574841,0.322805
"2011","13",0.381679,32.555084,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.06210061936084,32.555084,0.381679,32.574841,0.322805
"2011","14",0.378687,32.562204,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0572930335468454,32.562204,0.378687,32.574841,0.322805
"2011","16",0.374638,32.58106,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0522047493050203,32.58106,0.374638,32.574841,0.322805
"2011","21",0.391486,32.572141,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0687340509572947,32.572141,0.391486,32.574841,0.322805
"2011","22",0.350017,32.585783,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.029329512576925,32.585783,0.350017,32.574841,0.322805
"2011","23",0.305408,32.599922,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0305239605883641,32.599922,0.305408,32.574841,0.322805
"2011","24",0.299188,32.613534,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0453311254879047,32.613534,0.299188,32.574841,0.322805
"2011","25",0.299081,32.593913,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0304396018370814,32.593913,0.299081,32.574841,0.322805
"2011","28",0.320455,32.612117,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0373500023560895,32.612117,0.320455,32.574841,0.322805
"2011","29",0.324913,32.603977,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0292121577429684,32.603977,0.324913,32.574841,0.322805
"2011","31",0.290288,32.63996,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0727862586619231,32.63996,0.290288,32.574841,0.322805
"2011","32",0.311553,32.608876,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0358467394472663,32.608876,0.311553,32.574841,0.322805
"2011","35",0.245336,32.637751,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0997953609192345,32.637751,0.245336,32.574841,0.322805
"2011","39",0.291511,32.604701,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0432542950006119,32.604701,0.291511,32.574841,0.322805
"2011","41",0.302669,32.602866,"4",0.322805,32.574841,"2011","4",661.67,0.260633333333333,Kampala-Central Kampala,"1",0.0345088267114368,32.602866,0.302669,32.574841,0.322805
