dhsyear,dhsclust,latnum,longnum,quarter,latitude,longitude,year,quarter_2,maize_uga,maize_usd,LOC_NAME,n,distance,feature_x,feature_y,nearest_x,nearest_y
"2006","2",0.199816,32.524909,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.13273845993155,32.524909,0.199816,32.574841,0.322805
"2006","4",-0.499767,32.311082,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.863824927439004,32.311082,-0.499767,32.574841,0.322805
"2006","9",-0.615551,31.747806,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.25079929403602,31.747806,-0.615551,32.574841,0.322805
"2006","10",-0.401768,31.415526,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.36712007576291,31.415526,-0.401768,32.574841,0.322805
"2006","11",-0.321275,31.805038,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.00371096696659,31.805038,-0.321275,32.574841,0.322805
"2006","12",-0.391236,31.768275,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.07722015486018,31.768275,-0.391236,32.574841,0.322805
"2006","20",0.273579,31.631122,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.945001984144476,31.631122,0.273579,32.574841,0.322805
"2006","28",0.123882,31.214166,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.37513883501049,31.214166,0.123882,32.574841,0.322805
"2006","30",-0.145982,31.435004,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.23247297655486,31.435004,-0.145982,32.574841,0.322805
"2006","31",0.099426,32.528564,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.228122200519808,32.528564,0.099426,32.574841,0.322805
"2006","32",0.431351,32.282401,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.311934909421821,32.282401,0.431351,32.574841,0.322805
"2006","33",0.180529,32.546452,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.145080651697598,32.546452,0.180529,32.574841,0.322805
"2006","35",0.560294825,32.50372162,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.247910030434662,32.50372162,0.560294825,32.574841,0.322805
"2006","39",0.715878,32.525303,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.396182277207095,32.525303,0.715878,32.574841,0.322805
"2006","40",0.387385,32.065448,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.513470354401299,32.065448,0.387385,32.574841,0.322805
"2006","42",1.491609,32.529187,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.16969529285708,32.529187,1.491609,32.574841,0.322805
"2006","43",0.956516,31.831879,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.976515317322262,31.831879,0.956516,32.574841,0.322805
"2006","44",0.958253,31.618439,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",1.14825909371884,31.618439,0.958253,32.574841,0.322805
"2006","45",0.5963,32.609883,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.275730768665741,32.609883,0.5963,32.574841,0.322805
"2006","46",0.929063,32.438985,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.621293501736497,32.438985,0.929063,32.574841,0.322805
"2006","55",0.695439,31.801249,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.858662145677799,31.801249,0.695439,32.574841,0.322805
"2006","56",0.469334,31.767405,"3",0.322805,32.574841,"2006","3",300.63,0.1617,Kampala-Central Kampala,"1",0.820623934538226,31.767405,0.469334,32.574841,0.322805
