dhsyear,dhsclust,latnum,longnum,quarter,id,left,top,right,bottom
"2016","148",0.421978327249,33.8933718694,"4","858",33.701846529,0.489278393,33.901846529,0.289278393
"2016","178",0.323389234287,33.8708092237,"4","858",33.701846529,0.489278393,33.901846529,0.289278393
"2011","238",0.220286,33.763475,"4","859",33.701846529,0.289278393,33.901846529,0.089278393
"2016","147",0.224903677132,33.8585268943,"4","859",33.701846529,0.289278393,33.901846529,0.089278393
"2016","677",0.201055885213,33.8118775461,"4","859",33.701846529,0.289278393,33.901846529,0.089278393
"2016","680",0.0903406109702,33.8334377349,"4","859",33.701846529,0.289278393,33.901846529,0.089278393
"2000","3804",0.614817128957,33.9449539803,"4","888",33.901846529,0.689278393,34.101846529,0.489278393
"2000","3805",0.620092565761,33.9419947255,"1","888",33.901846529,0.689278393,34.101846529,0.489278393
"2006","117",0.512209,33.964461,"2","888",33.901846529,0.689278393,34.101846529,0.489278393
"2006","183",0.623225,34.012953,"2","888",33.901846529,0.689278393,34.101846529,0.489278393
"2011","345",0.629127,33.994059,"2","888",33.901846529,0.689278393,34.101846529,0.489278393
"2016","187",0.569170491846,34.1003481571,"4","888",33.901846529,0.689278393,34.101846529,0.489278393
"2016","195",0.600485986975,34.0165635984,"4","888",33.901846529,0.689278393,34.101846529,0.489278393
"2016","197",0.668156152119,34.0341420446,"3","888",33.901846529,0.689278393,34.101846529,0.489278393
"2016","198",0.686032106202,33.9704629675,"4","888",33.901846529,0.689278393,34.101846529,0.489278393
"2016","200",0.654649032314,34.0966869029,"3","888",33.901846529,0.689278393,34.101846529,0.489278393
"2000","3807",0.333958765186,34.0546380136,"4","889",33.901846529,0.489278393,34.101846529,0.289278393
"2000","3808",0.315036759417,33.9290789071,"4","889",33.901846529,0.489278393,34.101846529,0.289278393
"2006","111",0.479631,34.094179,"2","889",33.901846529,0.489278393,34.101846529,0.289278393
"2006","118",0.416167,34.069588,"2","889",33.901846529,0.489278393,34.101846529,0.289278393
"2011","302",0.354998,34.008079,"3","889",33.901846529,0.489278393,34.101846529,0.289278393
"2011","305",0.386814,34.047757,"3","889",33.901846529,0.489278393,34.101846529,0.289278393
"2016","185",0.347374981005,34.0530658308,"4","889",33.901846529,0.489278393,34.101846529,0.289278393
"2016","188",0.43187939341,34.0472568595,"4","889",33.901846529,0.489278393,34.101846529,0.289278393
"2016","190",0.414114085888,34.0202442876,"4","889",33.901846529,0.489278393,34.101846529,0.289278393
"2016","220",0.466628134537,34.0883627928,"4","889",33.901846529,0.489278393,34.101846529,0.289278393
"2016","221",0.476862822752,34.0832486549,"4","889",33.901846529,0.489278393,34.101846529,0.289278393
"2000","705",0.210337601498,33.9172005752,"1","890",33.901846529,0.289278393,34.101846529,0.089278393
"2016","186",0.257588888612,33.972351552,"4","890",33.901846529,0.289278393,34.101846529,0.089278393
"2016","189",0.263208931803,33.984729415,"4","890",33.901846529,0.289278393,34.101846529,0.089278393
"2000","3802",0.670309970204,34.1715896406,"1","919",34.101846529,0.689278393,34.301846529,0.489278393
"2000","3803",0.644400158478,34.2641598907,"1","919",34.101846529,0.689278393,34.301846529,0.489278393
"2011","338",0.676497,34.188347,"2","919",34.101846529,0.689278393,34.301846529,0.489278393
"2011","342",0.648191,34.234604,"3","919",34.101846529,0.689278393,34.301846529,0.489278393
"2016","222",0.668211764147,34.1901504829,"3","919",34.101846529,0.689278393,34.301846529,0.489278393
"2016","222",0.668211764147,34.1901504829,"4","919",34.101846529,0.689278393,34.301846529,0.489278393
"2000","2001",2.99578603042,34.1071901502,"4","907",34.101846529,3.089278393,34.301846529,2.889278393
"2006","211",3.076433,34.137493,"3","907",34.101846529,3.089278393,34.301846529,2.889278393
"2006","224",2.994726,34.197369,"3","907",34.101846529,3.089278393,34.301846529,2.889278393
"2006","225",3.062646,34.151222,"3","907",34.101846529,3.089278393,34.301846529,2.889278393
"2011","452",3.022794,34.116785,"3","907",34.101846529,3.089278393,34.301846529,2.889278393
"2011","466",3.042852,34.12399,"3","907",34.101846529,3.089278393,34.301846529,2.889278393
"2011","467",2.917659,34.10302,"3","907",34.101846529,3.089278393,34.301846529,2.889278393
"2011","468",2.963157,34.137801,"3","907",34.101846529,3.089278393,34.301846529,2.889278393
"2016","332",2.99525276509,34.1753841356,"4","907",34.101846529,3.089278393,34.301846529,2.889278393
"2016","339",3.05134102876,34.1525152966,"4","907",34.101846529,3.089278393,34.301846529,2.889278393
"2016","340",2.76831730875,34.1809580297,"4","908",34.101846529,2.889278393,34.301846529,2.689278393
"2006","213",2.157883,34.22763,"2","911",34.101846529,2.289278393,34.301846529,2.089278393
"2016","317",2.2331876905,34.1996196126,"3","911",34.101846529,2.289278393,34.301846529,2.089278393
"2006","230",2.744885,34.490509,"2","939",34.301846529,2.889278393,34.501846529,2.689278393
"2016","320",2.49976829585,34.3466009723,"3","940",34.301846529,2.689278393,34.501846529,2.489278393
"2006","214",2.360987,34.480236,"3","941",34.301846529,2.489278393,34.501846529,2.289278393
"2011","474",2.482738,34.327921,"3","941",34.301846529,2.489278393,34.501846529,2.289278393
"2011","477",2.432525,34.465135,"2","941",34.301846529,2.489278393,34.501846529,2.289278393
"2016","318",2.43817216094,34.4598680128,"3","941",34.301846529,2.489278393,34.501846529,2.289278393
"2016","319",2.47810568671,34.4441644185,"3","941",34.301846529,2.489278393,34.501846529,2.289278393
"2011","479",2.72376,34.561401,"3","970",34.501846529,2.889278393,34.701846529,2.689278393
"2000","2801",2.52548360658,34.6427407071,"1","971",34.501846529,2.689278393,34.701846529,2.489278393
"2011","480",2.567598,34.599746,"3","971",34.501846529,2.689278393,34.701846529,2.489278393
"2016","322",2.5810930258,34.5432405538,"3","971",34.501846529,2.689278393,34.701846529,2.489278393
"2016","323",2.60756691905,34.5945622463,"3","971",34.501846529,2.689278393,34.701846529,2.489278393
"2016","338",2.52421752039,34.6545564072,"3","971",34.501846529,2.689278393,34.701846529,2.489278393
"2006","217",2.372209,34.625214,"2","972",34.501846529,2.489278393,34.701846529,2.289278393
"2006","228",2.339923,34.507236,"3","972",34.501846529,2.489278393,34.701846529,2.289278393
"2011","475",2.385044,34.565053,"2","972",34.501846529,2.489278393,34.701846529,2.289278393
"2011","476",2.366751,34.528628,"2","972",34.501846529,2.489278393,34.701846529,2.289278393
"2016","311",2.33256461982,34.5726697548,"3","972",34.501846529,2.489278393,34.701846529,2.289278393
"2006","234",2.272056,34.506186,"2","973",34.501846529,2.289278393,34.701846529,2.089278393
"2006","229",2.492365,34.710199,"3","1002",34.701846529,2.689278393,34.901846529,2.489278393
"2011","478",2.552455,34.717003,"3","1002",34.701846529,2.689278393,34.901846529,2.489278393
"2016","321",2.57262533677,34.848012009,"4","1002",34.701846529,2.689278393,34.901846529,2.489278393
"2006","215",2.430398,34.818582,"3","1003",34.701846529,2.489278393,34.901846529,2.289278393
"2016","324",2.47773873702,34.8661720052,"3","1003",34.701846529,2.489278393,34.901846529,2.289278393
"2016","324",2.47773873702,34.8661720052,"4","1003",34.701846529,2.489278393,34.901846529,2.289278393
"2000","2803",2.09454609011,34.9397884755,"1","1035",34.901846529,2.289278393,35.101846529,2.089278393
"2016","315",2.19921867331,34.9469998586,"3","1035",34.901846529,2.289278393,35.101846529,2.089278393
"2016","558",1.0500796183,30.2719599976,"3","297",30.101846529,1.089278393,30.301846529,0.889278393
"2006","268",0.810527,30.107037,"3","298",30.101846529,0.889278393,30.301846529,0.689278393
"2016","531",0.722265987456,30.2336916133,"3","298",30.101846529,0.889278393,30.301846529,0.689278393
"2016","533",0.771228979646,30.2529110579,"3","298",30.101846529,0.889278393,30.301846529,0.689278393
"2016","533",0.771228979646,30.2529110579,"4","298",30.101846529,0.889278393,30.301846529,0.689278393
"2016","534",0.792501802885,30.1083928297,"2","298",30.101846529,0.889278393,30.301846529,0.689278393
"2000","1002",0.655037820712,30.2883361877,"4","299",30.101846529,0.689278393,30.301846529,0.489278393
"2000","1003",0.508929858653,30.224788148,"4","299",30.101846529,0.689278393,30.301846529,0.489278393
"2000","1004",0.675129026878,30.1962833142,"4","299",30.101846529,0.689278393,30.301846529,0.489278393
"2000","1005",0.597953717825,30.2711977921,"4","299",30.101846529,0.689278393,30.301846529,0.489278393
"2006","276",0.600154,30.159562,"3","299",30.101846529,0.689278393,30.301846529,0.489278393
"2011","577",0.575931,30.27411,"4","299",30.101846529,0.689278393,30.301846529,0.489278393
"2011","578",0.557228,30.259488,"3","299",30.101846529,0.689278393,30.301846529,0.489278393
"2011","585",0.623438,30.121176,"3","299",30.101846529,0.689278393,30.301846529,0.489278393
"2016","526",0.542855637456,30.2138980579,"3","299",30.101846529,0.689278393,30.301846529,0.489278393
"2016","528",0.658937919111,30.1762593285,"3","299",30.101846529,0.689278393,30.301846529,0.489278393
"2016","530",0.653180413749,30.2448964454,"2","299",30.101846529,0.689278393,30.301846529,0.489278393
"2016","532",0.616038405812,30.184489762,"3","299",30.101846529,0.689278393,30.301846529,0.489278393
"2016","557",0.619596557807,30.2561303011,"2","299",30.101846529,0.689278393,30.301846529,0.489278393
"2006","273",0.469997,30.16859,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2006","281",0.385052,30.137784,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2011","580",0.468785,30.186821,"4","300",30.101846529,0.489278393,30.301846529,0.289278393
"2011","601",0.30406,30.142057,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2011","603",0.31598,30.193858,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2016","527",0.432774380853,30.1799712644,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2016","543",0.454234780553,30.1174824449,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2016","544",0.346510380557,30.2266167377,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2016","545",0.320083875986,30.1266384504,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2016","555",0.460489594382,30.2071214955,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2016","559",0.29967906545,30.1634768277,"3","300",30.101846529,0.489278393,30.301846529,0.289278393
"2000","2715",0.925054302832,30.4120693963,"1","328",30.301846529,1.089278393,30.501846529,0.889278393
"2000","1010",0.692001763919,30.4852138203,"4","329",30.301846529,0.889278393,30.501846529,0.689278393
"2016","520",0.772729469936,30.4511165985,"4","329",30.301846529,0.889278393,30.501846529,0.689278393
"2016","529",0.880151614373,30.4625760145,"2","329",30.301846529,0.889278393,30.501846529,0.689278393
"2006","275",0.597729,30.325992,"3","330",30.301846529,0.689278393,30.501846529,0.489278393
"2006","298",0.621571,30.433143,"3","330",30.301846529,0.689278393,30.501846529,0.489278393
"2011","582",0.665685,30.326425,"3","330",30.301846529,0.689278393,30.501846529,0.489278393
"2016","556",0.615528853225,30.3602955099,"3","330",30.301846529,0.689278393,30.501846529,0.489278393
"2000","1006",0.428540072176,30.4261127289,"4","331",30.301846529,0.489278393,30.501846529,0.289278393
"2000","1007",0.29569343593,30.4596231268,"4","331",30.301846529,0.489278393,30.501846529,0.289278393
"2006","293",0.399781,30.473902,"3","331",30.301846529,0.489278393,30.501846529,0.289278393
"2016","547",0.409129317077,30.4560538195,"3","331",30.301846529,0.489278393,30.501846529,0.289278393
"2000","1604",0.106233215122,30.4970169121,"1","332",30.301846529,0.289278393,30.501846529,0.089278393
"2011","587",0.216235,30.445981,"4","332",30.301846529,0.289278393,30.501846529,0.089278393
"2011","589",0.210348,30.375301,"4","332",30.301846529,0.289278393,30.501846529,0.089278393
"2011","593",0.090519,30.40788,"4","332",30.301846529,0.289278393,30.501846529,0.089278393
"2006","284",0.933761,30.660872,"2","359",30.501846529,1.089278393,30.701846529,0.889278393
"2006","286",1.021127,30.565279,"2","359",30.501846529,1.089278393,30.701846529,0.889278393
"2016","502",1.01407339339,30.5694061933,"4","359",30.501846529,1.089278393,30.701846529,0.889278393
"2000","1011",0.708807667047,30.6414176138,"4","360",30.501846529,0.889278393,30.701846529,0.689278393
"2006","299",0.69829,30.552125,"2","360",30.501846529,0.889278393,30.701846529,0.689278393
"2016","523",0.712185922011,30.5472812201,"3","360",30.501846529,0.889278393,30.701846529,0.689278393
"2016","524",0.749194244518,30.6167418149,"3","360",30.501846529,0.889278393,30.701846529,0.689278393
"2016","525",0.829183372458,30.6835849601,"4","360",30.501846529,0.889278393,30.701846529,0.689278393
"2011","622",0.596022,30.506152,"4","361",30.501846529,0.689278393,30.701846529,0.489278393
"2000","1012",0.479162772709,30.6222622327,"4","362",30.501846529,0.489278393,30.701846529,0.289278393
"2016","550",0.339770499347,30.6800311276,"3","362",30.501846529,0.489278393,30.701846529,0.289278393
"2006","294",0.251153,30.556963,"3","363",30.501846529,0.289278393,30.701846529,0.089278393
"2011","682",0.133683,30.579238,"3","363",30.501846529,0.289278393,30.701846529,0.089278393
"2011","692",0.133052,30.573348,"4","363",30.501846529,0.289278393,30.701846529,0.089278393
"2016","548",0.206605704567,30.5468423859,"3","363",30.501846529,0.289278393,30.701846529,0.089278393
"2016","549",0.228280995828,30.5326790753,"3","363",30.501846529,0.289278393,30.701846529,0.089278393
"2000","3303",2.2931695762,31.3480157628,"4","476",31.301846529,2.489278393,31.501846529,2.289278393
"2011","535",2.473168,31.472366,"3","476",31.301846529,2.489278393,31.501846529,2.289278393
"2011","535",2.473168,31.472366,"2","476",31.301846529,2.489278393,31.501846529,2.289278393
"2011","536",2.453873,31.485369,"3","476",31.301846529,2.489278393,31.501846529,2.289278393
"2016","455",2.35799553146,31.4199629347,"3","476",31.301846529,2.489278393,31.501846529,2.289278393
"2006","289",2.110045,31.499274,"3","477",31.301846529,2.289278393,31.501846529,2.089278393
"2016","480",2.18768848296,31.3793817306,"3","477",31.301846529,2.289278393,31.501846529,2.089278393
"2016","479",2.01350115631,31.5015868394,"3","478",31.301846529,2.089278393,31.501846529,1.889278393
"2011","630",1.770634,31.432294,"3","479",31.301846529,1.889278393,31.501846529,1.689278393
"2006","270",1.656293,31.32181,"3","480",31.301846529,1.689278393,31.501846529,1.489278393
"2016","475",1.6066589957,31.4941948057,"3","480",31.301846529,1.689278393,31.501846529,1.489278393
"2016","483",1.64024213818,31.3267370821,"4","480",31.301846529,1.689278393,31.501846529,1.489278393
"2016","484",1.58992291755,31.3776896648,"4","480",31.301846529,1.689278393,31.501846529,1.489278393
"2016","485",1.53027411292,31.4228549615,"4","480",31.301846529,1.689278393,31.501846529,1.489278393
"2000","601",1.31539703372,31.4462069977,"4","481",31.301846529,1.489278393,31.501846529,1.289278393
"2000","602",1.48398708748,31.4237058531,"4","481",31.301846529,1.489278393,31.501846529,1.289278393
"2000","603",1.35808932682,31.3291472626,"4","481",31.301846529,1.489278393,31.501846529,1.289278393
"2006","263",1.442774,31.363734,"3","481",31.301846529,1.489278393,31.501846529,1.289278393
"2006","269",1.368878,31.447512,"2","481",31.301846529,1.489278393,31.501846529,1.289278393
"2016","481",1.36950923294,31.4248786285,"3","481",31.301846529,1.489278393,31.501846529,1.289278393
"2016","510",1.43523175109,31.3599440337,"4","481",31.301846529,1.489278393,31.501846529,1.289278393
"2016","511",1.43629233362,31.3533595113,"3","481",31.301846529,1.489278393,31.501846529,1.289278393
"2016","512",1.42727000727,31.3939257856,"4","481",31.301846529,1.489278393,31.501846529,1.289278393
"2011","632",1.69496,31.658522,"4","510",31.501846529,1.889278393,31.701846529,1.689278393
"2000","2502",1.67301614272,31.5242298743,"1","511",31.501846529,1.689278393,31.701846529,1.489278393
"2006","288",1.639017,31.616252,"3","511",31.501846529,1.689278393,31.701846529,1.489278393
"2016","474",1.62852284426,31.5642650984,"3","511",31.501846529,1.689278393,31.701846529,1.489278393
"2016","508",1.68177367431,31.6865157197,"2","511",31.501846529,1.689278393,31.701846529,1.489278393
"2016","509",1.67628015972,31.6991767842,"3","511",31.501846529,1.689278393,31.701846529,1.489278393
"2000","2504",1.91183576017,31.7269783705,"1","540",31.701846529,2.089278393,31.901846529,1.889278393
"2016","477",1.76852686442,31.7778563357,"2","541",31.701846529,1.889278393,31.901846529,1.689278393
"2016","478",1.78724902543,31.8044550141,"2","541",31.701846529,1.889278393,31.901846529,1.689278393
"2006","290",1.6635,31.748095,"3","542",31.701846529,1.689278393,31.901846529,1.489278393
"2011","627",1.685963,31.704277,"4","542",31.701846529,1.689278393,31.901846529,1.489278393
"2016","476",1.50404168101,31.7163420628,"3","542",31.701846529,1.689278393,31.901846529,1.489278393
"2016","105",1.3006522438,31.899481501,"3","543",31.701846529,1.489278393,31.901846529,1.289278393
"2016","470",1.92430882099,31.9638436574,"3","571",31.901846529,2.089278393,32.101846529,1.889278393
"2000","2501",1.82263968867,31.941612476,"4","572",31.901846529,1.889278393,32.101846529,1.689278393
"2011","634",1.781879,31.972857,"3","572",31.901846529,1.889278393,32.101846529,1.689278393
"2016","472",1.80745563465,32.0997377482,"3","572",31.901846529,1.889278393,32.101846529,1.689278393
"2016","507",1.79580425954,32.013702124,"3","572",31.901846529,1.889278393,32.101846529,1.689278393
"2000","1305",1.28350166158,32.9874837266,"1","730",32.901846529,1.289278393,33.101846529,1.089278393
"2006","135",1.263288,33.047096,"3","730",32.901846529,1.289278393,33.101846529,1.089278393
"2006","139",1.058884,32.99825,"3","731",32.901846529,1.089278393,33.101846529,0.889278393
"2016","166",1.05114247911,33.070655617,"3","731",32.901846529,1.089278393,33.101846529,0.889278393
"2000","1313",0.790796782818,33.0961231815,"4","732",32.901846529,0.889278393,33.101846529,0.689278393
"2006","75",0.798221,33.014869,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2006","75",0.798221,33.014869,"2","732",32.901846529,0.889278393,33.101846529,0.689278393
"2006","76",0.723611,33.03655,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2006","146",0.80575,33.053569,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2006","147",0.796744,33.075145,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2011","151",0.720866,32.905351,"4","732",32.901846529,0.889278393,33.101846529,0.689278393
"2011","155",0.745331,32.989808,"4","732",32.901846529,0.889278393,33.101846529,0.689278393
"2011","291",0.695844,33.098299,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2011","293",0.771282,33.097753,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2016","126",0.755486581632,33.0064054276,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2016","127",0.77229078582,32.9126628937,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2016","169",0.724100009973,33.0905171685,"3","732",32.901846529,0.889278393,33.101846529,0.689278393
"2000","1201",0.52632501665,32.9787305376,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1202",0.568060656296,32.9812330351,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1205",0.527777519368,32.9445288522,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1208",0.630168192992,32.921593108,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1209",0.584558358019,32.9619821099,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1214",0.510347929552,32.9989293191,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1216",0.523329275871,33.0019166339,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1220",0.514048759127,32.988259676,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1228",0.547540665916,32.9109529349,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1232",0.520466811169,32.9318794445,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1314",0.669846110675,33.0621619146,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","3214",0.656775765119,32.9385707457,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2011","157",0.656998,32.940866,"4","733",32.901846529,0.689278393,33.101846529,0.489278393
"2000","1301",0.931463083364,33.1299428208,"1","762",33.101846529,1.089278393,33.301846529,0.889278393
"2000","1302",1.08608452513,33.2052711993,"1","762",33.101846529,1.089278393,33.301846529,0.889278393
"2000","1307",0.894757261162,33.1838943738,"1","762",33.101846529,1.089278393,33.301846529,0.889278393
"2000","1308",1.02973303948,33.1586849983,"1","762",33.101846529,1.089278393,33.301846529,0.889278393
"2000","1309",0.906765949057,33.194549284,"1","762",33.101846529,1.089278393,33.301846529,0.889278393
"2006","141",0.91567,33.102853,"3","762",33.101846529,1.089278393,33.301846529,0.889278393
"2006","141",0.91567,33.102853,"2","762",33.101846529,1.089278393,33.301846529,0.889278393
"2006","142",0.915305,33.237587,"3","762",33.101846529,1.089278393,33.301846529,0.889278393
"2011","274",1.049169,33.216531,"4","762",33.101846529,1.089278393,33.301846529,0.889278393
"2011","284",0.97447,33.21317,"4","762",33.101846529,1.089278393,33.301846529,0.889278393
"2016","168",0.902094038342,33.2529124938,"3","762",33.101846529,1.089278393,33.301846529,0.889278393
"2016","184",0.972978868603,33.1317743705,"2","762",33.101846529,1.089278393,33.301846529,0.889278393
"2000","1306",0.839269751626,33.279263013,"1","763",33.101846529,0.889278393,33.301846529,0.689278393
"2000","1315",0.760723443597,33.2501214745,"1","763",33.101846529,0.889278393,33.301846529,0.689278393
"2006","140",0.783753,33.251775,"3","763",33.101846529,0.889278393,33.301846529,0.689278393
"2006","140",0.783753,33.251775,"2","763",33.101846529,0.889278393,33.301846529,0.689278393
"2011","256",0.689765,33.272335,"3","763",33.101846529,0.889278393,33.301846529,0.689278393
"2011","280",0.854025,33.253499,"4","763",33.101846529,0.889278393,33.301846529,0.689278393
"2011","282",0.87463,33.184703,"4","763",33.101846529,0.889278393,33.301846529,0.689278393
"2016","167",0.86562001089,33.1497689608,"2","763",33.101846529,0.889278393,33.301846529,0.689278393
"2016","170",0.694085848351,33.2125980002,"2","763",33.101846529,0.889278393,33.301846529,0.689278393
"2000","801",0.512655746258,33.2804696078,"4","764",33.101846529,0.689278393,33.301846529,0.489278393
"2000","807",0.568568228861,33.2150917559,"4","764",33.101846529,0.689278393,33.301846529,0.489278393
"2000","809",0.505037351336,33.2058246301,"4","764",33.101846529,0.689278393,33.301846529,0.489278393
"2000","810",0.568568009087,33.2264512281,"4","764",33.101846529,0.689278393,33.301846529,0.489278393
"2000","810",0.568568009087,33.2264512281,"3","764",33.101846529,0.689278393,33.301846529,0.489278393
"2006","133",0.509438,33.128226,"2","764",33.101846529,0.689278393,33.301846529,0.489278393
"2006","134",0.656017,33.180947,"2","764",33.101846529,0.689278393,33.301846529,0.489278393
"2011","266",0.518711,33.197731,"2","764",33.101846529,0.689278393,33.301846529,0.489278393
"2011","269",0.62907,33.111307,"3","764",33.101846529,0.689278393,33.301846529,0.489278393
"2011","271",0.579556,33.23018,"3","764",33.101846529,0.689278393,33.301846529,0.489278393
"2016","161",0.490418060767,33.241991275,"4","764",33.101846529,0.689278393,33.301846529,0.489278393
"2016","162",0.583608024847,33.1326287567,"4","764",33.101846529,0.689278393,33.301846529,0.489278393
"2016","163",0.662212440389,33.2401727369,"4","764",33.101846529,0.689278393,33.301846529,0.489278393
"2016","165",0.680693312413,33.2919423568,"3","764",33.101846529,0.689278393,33.301846529,0.489278393
"2000","1303",1.14201208687,33.3472047804,"1","792",33.301846529,1.289278393,33.501846529,1.089278393
"2006","137",1.121935,33.318157,"3","792",33.301846529,1.289278393,33.501846529,1.089278393
"2011","289",1.217782,33.436982,"3","792",33.301846529,1.289278393,33.501846529,1.089278393
"2016","172",1.15688680376,33.3190948544,"3","792",33.301846529,1.289278393,33.501846529,1.089278393
"2016","175",1.14275314769,33.404998232,"3","792",33.301846529,1.289278393,33.501846529,1.089278393
"2000","1310",1.01917644027,33.4489130881,"1","793",33.301846529,1.089278393,33.501846529,0.889278393
"2000","1311",0.914696666514,33.482784379,"1","793",33.301846529,1.089278393,33.501846529,0.889278393
"2000","1312",1.05794994954,33.4717964718,"1","793",33.301846529,1.089278393,33.501846529,0.889278393
"2006","128",0.979498,33.321107,"3","793",33.301846529,1.089278393,33.501846529,0.889278393
"2006","128",0.979498,33.321107,"2","793",33.301846529,1.089278393,33.501846529,0.889278393
"2006","131",1.069171,33.31311,"3","793",33.301846529,1.089278393,33.501846529,0.889278393
"2006","145",1.084304,33.379475,"3","793",33.301846529,1.089278393,33.501846529,0.889278393
"2016","171",1.03324752071,33.3056013274,"3","793",33.301846529,1.089278393,33.501846529,0.889278393
"2000","712",0.75125803104,33.4318850133,"1","794",33.301846529,0.889278393,33.501846529,0.689278393
"2000","714",0.718612434005,33.3380524689,"1","794",33.301846529,0.889278393,33.501846529,0.689278393
"2006","125",0.868535,33.3712,"2","794",33.301846529,0.889278393,33.501846529,0.689278393
"2006","129",0.721134,33.31988,"3","794",33.301846529,0.889278393,33.501846529,0.689278393
"2006","130",0.887961,33.306214,"3","794",33.301846529,0.889278393,33.501846529,0.689278393
"2006","143",0.882899,33.487564,"3","794",33.301846529,0.889278393,33.501846529,0.689278393
"2006","143",0.882899,33.487564,"2","794",33.301846529,0.889278393,33.501846529,0.689278393
"2016","157",0.786744878678,33.404972039,"3","794",33.301846529,0.889278393,33.501846529,0.689278393
"2016","159",0.81309957574,33.4179115423,"3","794",33.301846529,0.889278393,33.501846529,0.689278393
"2016","164",0.817884837631,33.3042878099,"3","794",33.301846529,0.889278393,33.501846529,0.689278393
"2000","702",0.610218832125,33.4552420738,"1","795",33.301846529,0.689278393,33.501846529,0.489278393
"2000","713",0.678771855349,33.489507156,"1","795",33.301846529,0.689278393,33.501846529,0.489278393
"2006","124",0.637026,33.458344,"2","795",33.301846529,0.689278393,33.501846529,0.489278393
"2006","132",0.65704,33.329557,"3","795",33.301846529,0.689278393,33.501846529,0.489278393
"2006","148",0.505811,33.387474,"3","795",33.301846529,0.689278393,33.501846529,0.489278393
"2011","239",0.604234,33.472354,"3","795",33.301846529,0.689278393,33.501846529,0.489278393
"2011","254",0.67762,33.35121,"3","795",33.301846529,0.689278393,33.501846529,0.489278393
"2011","259",0.630361,33.385146,"2","795",33.301846529,0.689278393,33.501846529,0.489278393
"2016","149",0.529629758718,33.3767960336,"3","795",33.301846529,0.689278393,33.501846529,0.489278393
"2016","180",0.603370692696,33.4788676039,"3","795",33.301846529,0.689278393,33.501846529,0.489278393
"2016","681",0.493588555335,33.4032384582,"3","795",33.301846529,0.689278393,33.501846529,0.489278393
"2000","207",3.32699774538,30.9015252525,"4","378",30.701846529,3.489278393,30.901846529,3.289278393
"2006","239",3.121108,30.855592,"3","379",30.701846529,3.289278393,30.901846529,3.089278393
"2011","513",3.284968,30.894379,"3","379",30.701846529,3.289278393,30.901846529,3.089278393
"2011","515",3.27448,30.892833,"3","379",30.701846529,3.289278393,30.901846529,3.089278393
"2016","440",3.13920751224,30.8521922831,"3","379",30.701846529,3.289278393,30.901846529,3.089278393
"2006","236",3.397228,30.956667,"3","409",30.901846529,3.489278393,31.101846529,3.289278393
"2006","242",3.454489,30.993285,"2","409",30.901846529,3.489278393,31.101846529,3.289278393
"2006","243",3.478344088,30.96363627,"3","409",30.901846529,3.489278393,31.101846529,3.289278393
"2006","248",3.349622,31.039126,"2","409",30.901846529,3.489278393,31.101846529,3.289278393
"2011","497",3.408858,30.958992,"3","409",30.901846529,3.489278393,31.101846529,3.289278393
"2011","506",3.480117,31.010671,"3","409",30.901846529,3.489278393,31.101846529,3.289278393
"2016","436",3.4212525544,31.0549120303,"3","409",30.901846529,3.489278393,31.101846529,3.289278393
"2016","437",3.3713861605,31.0732755612,"3","409",30.901846529,3.489278393,31.101846529,3.289278393
"2016","439",3.31200240884,30.9293879488,"3","409",30.901846529,3.489278393,31.101846529,3.289278393
"2006","245",3.213354,31.011545,"2","410",30.901846529,3.289278393,31.101846529,3.089278393
"2006","249",3.102444,31.010209,"2","410",30.901846529,3.289278393,31.101846529,3.089278393
